iter	RMSE
148	0.02309584329
149	0.02290751018
150	0.02248864566
151	0.02241740543
152	0.02215629359
153	0.02204109513
154	0.02189635893
155	0.02173879665
156	0.02146422207
157	0.02133208533
158	0.02122656666
159	0.02109553683
160	0.02080084166
161	0.02067563442
162	0.02060493947
163	0.02050922021
164	0.02040696886
165	0.02037237049
166	0.02012364551
167	0.02002488707
168	0.01988105545
169	0.01980788186
170	0.01967452541
171	0.01961807592
172	0.01958879122
173	0.01934914696
174	0.01914070363
175	0.01901892138
176	0.01891111302
177	0.01882982935
178	0.01878057043
179	0.01870599429
180	0.01856851274
181	0.01849589327
182	0.01842020134
183	0.01829835637
184	0.01824283569
185	0.01816074391
186	0.01807042614
187	0.01805253021
188	0.01786794539
189	0.01772321089
190	0.01771824686
191	0.01766581549
192	0.01762385868
193	0.01751814763
194	0.01746893704
195	0.01744562631
196	0.01739198879
197	0.01737638023
198	0.01735539404
199	0.0173337474
200	0.0173192791
201	0.01722488626
202	0.0170619665
203	0.01701850306
204	0.01695646674
205	0.01682036193
206	0.01675661465
207	0.01668784927
208	0.01668458197
209	0.01663585198
210	0.0166319424
211	0.0166083034
212	0.01649666468
213	0.01642860842
214	0.01635366589
215	0.01632240577
216	0.01618107697
217	0.01615982098
218	0.01613628073
219	0.01606600979
220	0.01598445235
221	0.01593359557
222	0.01585805934
223	0.01581639912
224	0.01577864376
225	0.01572807189
226	0.01563751727
227	0.01552799569
228	0.01546760213
229	0.01542138767
230	0.01536714256
231	0.01533167869
232	0.01529279349
233	0.01520657346
234	0.01519564746
235	0.01512493018
236	0.01505105411
237	0.01496573665
238	0.0149032352
239	0.01486499795
240	0.01479493711
241	0.01474525085
242	0.01471443857
243	0.01461580846
244	0.01455856468
245	0.01449865607
246	0.01442162215
247	0.01433506984
248	0.01430315243
249	0.01426003901
250	0.01424490684
251	0.01420949925
252	0.01414703473
253	0.01403919668
254	0.01401339641
255	0.0139381587
256	0.01385486856
257	0.01383105204
258	0.01376926673
259	0.01372843161
260	0.01369231556
261	0.01364516293
262	0.01357641413
263	0.01352259383
264	0.01347109316
265	0.01341493354
266	0.01337556542
267	0.01334572156
268	0.01328533098
269	0.01325064687
270	0.01322841293
271	0.01320964289
272	0.01319191277
273	0.01314440103
274	0.01308893629
275	0.0130711834
276	0.01302974976
277	0.01301414592
278	0.01296401007
279	0.01291443512
280	0.01288909795
281	0.01284062644
282	0.0128031866
283	0.01275559489
284	0.01273465806
285	0.01270633477
286	0.0126589747
287	0.01262577595
288	0.01260487681
289	0.01256105002
290	0.01251212889
291	0.01248719132
292	0.01246086092
293	0.01244361363
294	0.01241846966
295	0.01235634844
296	0.01233251226
297	0.01229023596
298	0.01226480808
299	0.01226284891
300	0.01224755996
301	0.01219292028
302	0.01212995334
303	0.01211417631
304	0.01206984061
305	0.01204615979
306	0.01203292103
307	0.01201741528
308	0.01198400989
309	0.01196784122
310	0.01189945139
311	0.01186342054
312	0.0118401033
313	0.01178906264
314	0.01177355776
315	0.01174594438
316	0.01171007315
317	0.01169045552
318	0.01166823638
319	0.01161879045
320	0.0115803753
321	0.01151920971
322	0.01147731483
323	0.0114462566
324	0.01138276517
325	0.01137515335
326	0.01134873855
327	0.01132742529
328	0.01130545054
329	0.01127839543
330	0.01126135579
331	0.01123883253
332	0.01119976275
333	0.01115714277
334	0.01110682321
335	0.01109742206
336	0.01105736872
337	0.01104091802
338	0.01101029544
339	0.01100853214
340	0.01098626117
341	0.01097009822
342	0.01095428017
343	0.01091473602
344	0.01087885862
345	0.01084622951
346	0.01080740902
347	0.01079397279
348	0.0107529313
349	0.01073607351
350	0.01071652567
351	0.01070246103
352	0.01066925687
353	0.0106636828
354	0.0106434909
355	0.01058811483
356	0.01055078316
357	0.01053461372
358	0.01051682731
359	0.0105048027
360	0.01047249385
361	0.01042917437
362	0.01040158718
363	0.01037017788
364	0.0103544653
365	0.0103303293
366	0.01029589596
367	0.0102856617
368	0.01024895649
369	0.01020609777
370	0.01018162071
371	0.01015964478
372	0.01013892552
373	0.01011017478
374	0.01010146846
375	0.0100608344
376	0.01005123246
377	0.01002957996
378	0.01000104464
379	0.009986119541
380	0.009955952277
381	0.009925879201
382	0.009903410466
383	0.00985810153
384	0.009829093814
385	0.009814295709
386	0.0097846071
387	0.009746173142
388	0.009734756715
389	0.009718754443
390	0.009672761262
391	0.009646567801
392	0.009619232179
393	0.009594201856
394	0.009568976214
395	0.009555330517
396	0.009541724087
397	0.009517157751
398	0.009484511328
399	0.009467155397
400	0.009428232944
401	0.009398652611
402	0.009366971668
403	0.009353750151
404	0.009331997661
405	0.009310131534
406	0.009297391709
407	0.009290213448
408	0.009278711223
409	0.009260151649
410	0.009245134325
411	0.009215654024
412	0.009204379224
413	0.009192431447
414	0.009179634426
415	0.009155231788
416	0.009147317171
417	0.009133375997
418	0.009112522691
419	0.009083138071
420	0.009068406037
421	0.009061789236
422	0.009039892826
423	0.009023355381
424	0.008989151123
425	0.008976193035
426	0.008947407998
427	0.0089379508
428	0.008927849146
429	0.008917134383
430	0.008900993996
431	0.008876526335
432	0.008854411772
433	0.008838698196
434	0.008818947509
435	0.008796690927
436	0.008786722949
437	0.008750683555
438	0.008721796246
439	0.008702282538
440	0.008663902596
441	0.008651624757
442	0.008630690891
443	0.008613952512
444	0.008604441419
445	0.008581967084
446	0.008568095759
447	0.008561430393
448	0.008526008922
449	0.008515581824
450	0.008514284528
451	0.008488823749
452	0.008466635403
453	0.008441074903
454	0.008408439967
455	0.008402998499
456	0.008371875073
457	0.008362112445
458	0.008337181543
459	0.008320923326
460	0.008309946794
461	0.008306691529
462	0.008289147025
463	0.008257152777
464	0.008250824534
465	0.008225793862
466	0.008219715146
467	0.008203862605
468	0.008177846914
469	0.008168019066
470	0.008152345063
471	0.008133430211
472	0.00812055917
473	0.008097890996
474	0.008084209897
475	0.008072706459
476	0.008064489419
477	0.008054809221
478	0.008040803688
479	0.008028431869
480	0.008016594317
481	0.008002228034
482	0.007993570314
483	0.007986939683
484	0.007983959934
485	0.007973394358
486	0.00796306169
487	0.007956990309
488	0.007950977862
489	0.007939347468
490	0.007918861104
491	0.007900024718
492	0.007880105295
493	0.007859481347
494	0.007844514205
495	0.007837979553
496	0.007825041647
497	0.007812222548
498	0.007803232265
499	0.007789882544
