iter	Passed	Remaining
1674	11528	22885
1675	11536	22879
1676	11542	22872
1677	11549	22865
1678	11556	22858
1679	11563	22851
1680	11569	22843
1681	11576	22836
1682	11583	22830
1683	11590	22823
1684	11597	22817
1685	11605	22810
1686	11612	22804
1687	11618	22796
1688	11626	22790
1689	11632	22783
1690	11640	22777
1691	11646	22770
1692	11653	22762
1693	11659	22754
1694	11665	22746
1695	11672	22740
1696	11679	22732
1697	11686	22725
1698	11693	22718
1699	11699	22710
1700	11705	22702
1701	11712	22694
1702	11718	22686
1703	11724	22678
1704	11730	22670
1705	11736	22661
1706	11743	22654
1707	11751	22649
1708	11758	22643
1709	11765	22636
1710	11772	22630
1711	11781	22626
1712	11790	22623
1713	11796	22616
1714	11803	22609
1715	11810	22602
1716	11816	22594
1717	11823	22587
1718	11830	22579
1719	11837	22573
1720	11843	22565
1721	11850	22558
1722	11856	22550
1723	11862	22541
1724	11868	22533
1725	11875	22525
1726	11881	22518
1727	11888	22510
1728	11894	22502
1729	11900	22494
1730	11907	22487
1731	11914	22480
1732	11920	22472
1733	11927	22464
1734	11933	22456
1735	11939	22448
1736	11946	22441
1737	11952	22433
1738	11959	22426
1739	11966	22419
1740	11973	22412
1741	11979	22405
1742	11987	22399
1743	11994	22392
1744	12000	22384
1745	12006	22376
1746	12012	22368
1747	12019	22360
1748	12025	22352
1749	12033	22347
1750	12040	22340
1751	12048	22336
1752	12056	22332
1753	12064	22327
1754	12071	22321
1755	12078	22314
1756	12088	22311
1757	12097	22310
1758	12107	22308
1759	12117	22306
1760	12127	22306
1761	12141	22311
1762	12167	22340
1763	12175	22335
1764	12186	22335
1765	12196	22335
1766	12207	22335
1767	12217	22334
1768	12228	22334
1769	12239	22334
1770	12252	22340
1771	12260	22335
1772	12268	22329
1773	12275	22322
1774	12282	22315
1775	12288	22307
1776	12295	22300
1777	12302	22293
1778	12308	22285
1779	12315	22278
1780	12321	22269
1781	12328	22262
1782	12334	22254
1783	12340	22246
1784	12347	22239
1785	12353	22231
1786	12360	22224
1787	12367	22216
1788	12374	22209
1789	12380	22202
1790	12388	22196
1791	12395	22189
1792	12402	22183
1793	12409	22175
1794	12415	22168
1795	12422	22161
1796	12429	22154
1797	12436	22147
1798	12443	22141
1799	12450	22134
1800	12457	22127
1801	12464	22121
1802	12471	22113
1803	12478	22107
1804	12484	22099
1805	12491	22092
1806	12498	22084
1807	12505	22077
1808	12511	22070
1809	12518	22062
1810	12525	22056
1811	12532	22049
1812	12539	22041
1813	12545	22034
1814	12552	22027
1815	12559	22019
1816	12566	22013
1817	12572	22005
1818	12579	21998
1819	12587	21993
1820	12593	21985
1821	12600	21978
1822	12607	21971
1823	12613	21963
1824	12620	21956
1825	12627	21948
1826	12633	21941
1827	12640	21933
1828	12647	21926
1829	12656	21923
1830	12663	21917
1831	12672	21914
1832	12682	21912
1833	12691	21908
1834	12699	21904
1835	12706	21896
1836	12714	21891
1837	12722	21886
1838	12729	21880
1839	12737	21874
1840	12745	21871
1841	12753	21865
1842	12760	21858
1843	12768	21853
1844	12775	21846
1845	12783	21841
1846	12791	21835
1847	12798	21829
1848	12805	21823
1849	12812	21815
1850	12818	21808
1851	12825	21799
1852	12832	21793
1853	12838	21785
1854	12845	21778
1855	12851	21770
1856	12858	21763
1857	12865	21756
1858	12872	21748
1859	12879	21742
1860	12885	21735
1861	12892	21727
1862	12898	21719
1863	12905	21712
1864	12913	21706
1865	12920	21699
1866	12926	21692
1867	12933	21685
1868	12940	21678
1869	12948	21672
1870	12954	21665
1871	12961	21658
1872	12970	21653
1873	12977	21647
1874	12984	21640
1875	12990	21633
1876	12997	21625
1877	13004	21618
1878	13010	21610
1879	13017	21603
1880	13024	21596
1881	13031	21589
1882	13037	21582
1883	13044	21575
1884	13052	21568
1885	13058	21561
1886	13065	21553
1887	13071	21546
1888	13078	21539
1889	13085	21531
1890	13091	21524
1891	13098	21516
1892	13104	21508
1893	13112	21502
1894	13118	21495
1895	13126	21489
1896	13132	21482
1897	13139	21474
1898	13145	21466
1899	13152	21459
1900	13159	21452
1901	13165	21444
1902	13172	21438
1903	13179	21430
1904	13185	21422
1905	13192	21415
1906	13199	21407
1907	13205	21400
1908	13211	21392
1909	13218	21384
1910	13225	21377
1911	13232	21371
1912	13239	21363
1913	13246	21357
1914	13254	21353
1915	13262	21347
1916	13269	21340
1917	13276	21334
1918	13283	21327
1919	13291	21321
1920	13297	21313
1921	13304	21306
1922	13311	21299
1923	13317	21291
1924	13324	21284
1925	13331	21277
1926	13337	21270
1927	13344	21262
1928	13350	21254
1929	13357	21247
1930	13363	21239
1931	13370	21233
1932	13377	21225
1933	13384	21218
1934	13391	21212
1935	13398	21205
1936	13405	21197
1937	13411	21190
1938	13418	21182
1939	13424	21175
1940	13431	21167
1941	13437	21159
1942	13444	21152
1943	13451	21145
1944	13458	21138
1945	13464	21131
1946	13471	21123
1947	13478	21116
1948	13484	21109
1949	13491	21101
1950	13497	21094
1951	13504	21087
1952	13511	21080
1953	13519	21075
1954	13526	21067
1955	13533	21060
1956	13539	21053
1957	13546	21045
1958	13553	21039
1959	13560	21032
1960	13567	21025
1961	13573	21018
1962	13580	21010
1963	13587	21003
1964	13594	20996
1965	13601	20990
1966	13608	20983
1967	13615	20976
1968	13622	20969
1969	13629	20962
1970	13636	20956
1971	13643	20950
1972	13651	20943
1973	13658	20937
1974	13665	20931
1975	13672	20924
1976	13679	20916
1977	13686	20911
1978	13693	20903
1979	13700	20897
1980	13707	20889
1981	13714	20882
1982	13720	20875
1983	13727	20867
1984	13734	20861
1985	13741	20853
1986	13748	20847
1987	13754	20839
1988	13761	20832
1989	13768	20825
1990	13774	20817
1991	13781	20811
1992	13788	20803
1993	13795	20796
1994	13802	20789
1995	13808	20782
1996	13815	20775
1997	13821	20767
1998	13828	20760
1999	13835	20753
2000	13841	20745
2001	13849	20739
2002	13855	20731
2003	13863	20725
2004	13870	20719
2005	13877	20712
2006	13885	20707
2007	13892	20700
2008	13899	20693
2009	13906	20686
2010	13913	20679
2011	13919	20672
2012	13927	20666
2013	13934	20659
2014	13941	20652
2015	13948	20645
2016	13955	20638
2017	13961	20631
2018	13968	20623
2019	13975	20616
2020	13982	20610
2021	13989	20604
2022	13996	20597
2023	14003	20590
2024	14010	20583
2025	14017	20576
2026	14024	20569
2027	14030	20562
2028	14037	20554
2029	14044	20547
2030	14052	20542
2031	14063	20541
2032	14073	20538
2033	14081	20533
2034	14089	20527
2035	14095	20520
2036	14103	20514
2037	14110	20507
2038	14116	20500
2039	14123	20493
2040	14130	20485
2041	14136	20478
2042	14143	20470
2043	14149	20463
2044	14156	20455
2045	14162	20448
2046	14169	20440
2047	14175	20433
2048	14182	20425
2049	14191	20421
2050	14197	20414
2051	14204	20407
2052	14210	20399
2053	14218	20392
2054	14224	20385
2055	14231	20377
2056	14239	20372
2057	14246	20366
2058	14254	20360
2059	14261	20353
2060	14269	20349
2061	14276	20341
2062	14285	20337
2063	14293	20331
2064	14300	20325
2065	14307	20318
2066	14314	20311
2067	14321	20304
2068	14328	20298
2069	14335	20291
2070	14342	20284
2071	14349	20277
2072	14356	20271
2073	14363	20264
2074	14370	20257
2075	14377	20250
2076	14384	20243
2077	14391	20236
2078	14398	20229
2079	14404	20222
2080	14411	20214
2081	14418	20207
2082	14425	20200
2083	14432	20193
2084	14438	20186
2085	14445	20179
2086	14452	20172
2087	14459	20165
2088	14466	20159
2089	14473	20152
2090	14480	20144
2091	14487	20138
2092	14494	20131
2093	14501	20124
2094	14508	20118
2095	14516	20111
2096	14523	20105
2097	14530	20099
2098	14537	20091
2099	14543	20083
2100	14551	20078
2101	14557	20069
2102	14564	20063
2103	14571	20056
2104	14577	20048
2105	14584	20041
2106	14590	20033
2107	14597	20026
2108	14604	20019
2109	14611	20012
2110	14618	20005
2111	14625	19999
2112	14631	19991
2113	14638	19984
2114	14645	19976
2115	14651	19969
2116	14658	19962
2117	14665	19955
2118	14671	19947
2119	14678	19940
2120	14684	19932
2121	14691	19925
2122	14697	19917
2123	14704	19910
2124	14711	19903
2125	14718	19896
2126	14724	19889
2127	14731	19882
2128	14738	19874
2129	14745	19868
2130	14753	19863
2131	14761	19856
2132	14767	19849
2133	14775	19843
2134	14781	19835
2135	14788	19829
2136	14795	19822
2137	14802	19814
2138	14809	19808
2139	14815	19800
2140	14822	19793
2141	14829	19786
2142	14835	19778
2143	14842	19771
2144	14848	19763
2145	14855	19756
2146	14861	19748
2147	14868	19741
2148	14875	19734
2149	14881	19726
2150	14888	19719
2151	14895	19712
2152	14901	19705
2153	14908	19697
2154	14914	19690
2155	14921	19682
2156	14928	19675
2157	14934	19668
2158	14941	19661
2159	14948	19654
2160	14954	19646
2161	14961	19639
2162	14967	19631
2163	14974	19624
2164	14980	19616
2165	14987	19609
2166	14993	19602
2167	15000	19594
2168	15007	19587
2169	15013	19579
2170	15020	19573
2171	15027	19566
2172	15034	19559
2173	15041	19552
2174	15048	19545
2175	15055	19539
2176	15062	19532
2177	15069	19525
2178	15076	19518
2179	15083	19511
2180	15090	19505
2181	15097	19498
2182	15104	19491
2183	15111	19484
2184	15118	19477
2185	15125	19470
2186	15132	19463
2187	15139	19457
2188	15146	19450
2189	15154	19444
2190	15160	19437
2191	15168	19431
2192	15174	19423
2193	15181	19416
2194	15189	19411
2195	15195	19403
2196	15202	19395
2197	15208	19387
2198	15215	19380
2199	15221	19373
2200	15228	19365
2201	15235	19359
2202	15242	19352
2203	15249	19345
2204	15256	19338
2205	15262	19330
2206	15269	19323
2207	15275	19316
2208	15282	19309
2209	15289	19302
2210	15296	19295
2211	15303	19288
2212	15310	19282
2213	15318	19275
2214	15325	19268
2215	15331	19260
2216	15337	19253
2217	15344	19246
2218	15351	19239
2219	15358	19232
2220	15364	19224
2221	15371	19218
2222	15378	19210
2223	15384	19203
2224	15391	19196
2225	15398	19188
2226	15404	19181
2227	15411	19174
2228	15418	19168
2229	15427	19163
2230	15437	19159
2231	15445	19154
2232	15453	19149
2233	15461	19142
2234	15469	19137
2235	15475	19130
2236	15482	19122
2237	15488	19115
2238	15495	19108
2239	15501	19100
2240	15508	19093
2241	15515	19085
2242	15521	19078
2243	15528	19071
2244	15535	19064
2245	15542	19057
2246	15549	19050
2247	15555	19043
2248	15562	19036
2249	15569	19029
2250	15576	19022
2251	15582	19015
2252	15592	19010
2253	15599	19004
2254	15605	18996
2255	15612	18989
2256	15618	18981
2257	15625	18974
2258	15631	18966
2259	15637	18959
2260	15644	18951
2261	15651	18944
2262	15657	18937
2263	15664	18930
2264	15670	18922
2265	15677	18915
2266	15684	18908
2267	15691	18901
2268	15698	18894
2269	15704	18887
2270	15711	18879
2271	15717	18872
2272	15724	18865
2273	15731	18857
2274	15737	18850
2275	15745	18844
2276	15752	18838
2277	15759	18830
2278	15767	18825
2279	15775	18820
2280	15783	18814
2281	15790	18806
2282	15796	18799
2283	15803	18792
2284	15810	18785
2285	15817	18778
2286	15823	18771
2287	15830	18764
2288	15837	18756
2289	15843	18749
2290	15850	18742
2291	15856	18734
2292	15862	18726
2293	15869	18719
2294	15875	18711
2295	15882	18704
2296	15888	18697
2297	15895	18689
2298	15901	18682
2299	15908	18675
2300	15914	18667
2301	15921	18660
2302	15929	18654
2303	15935	18647
2304	15942	18640
2305	15949	18632
2306	15955	18625
2307	15962	18618
2308	15969	18610
2309	15976	18604
2310	15982	18597
2311	15989	18590
2312	15996	18583
2313	16003	18576
2314	16010	18569
2315	16017	18562
2316	16023	18555
2317	16031	18548
2318	16037	18541
2319	16045	18534
2320	16051	18527
2321	16059	18521
2322	16065	18514
2323	16072	18507
2324	16079	18499
2325	16085	18492
2326	16093	18486
2327	16099	18478
2328	16106	18471
2329	16112	18464
2330	16119	18457
2331	16126	18450
2332	16133	18442
2333	16139	18435
2334	16146	18428
2335	16153	18421
2336	16159	18413
2337	16166	18406
2338	16173	18399
2339	16179	18392
2340	16186	18384
2341	16192	18377
2342	16198	18369
2343	16205	18362
2344	16212	18355
2345	16218	18348
2346	16225	18341
2347	16232	18334
2348	16239	18326
2349	16246	18320
2350	16254	18315
2351	16261	18308
2352	16268	18301
2353	16275	18294
2354	16282	18287
2355	16289	18280
2356	16295	18273
2357	16302	18266
2358	16309	18259
2359	16316	18251
2360	16322	18244
2361	16329	18237
2362	16335	18229
2363	16342	18222
2364	16349	18215
2365	16355	18208
2366	16362	18201
2367	16369	18194
2368	16375	18186
2369	16382	18179
2370	16389	18172
2371	16395	18165
2372	16402	18158
2373	16409	18151
2374	16415	18143
2375	16422	18136
2376	16429	18129
2377	16435	18122
2378	16443	18115
2379	16449	18108
2380	16456	18101
2381	16462	18093
2382	16469	18086
2383	16475	18079
2384	16482	18071
2385	16488	18064
2386	16495	18057
2387	16502	18050
2388	16508	18042
2389	16515	18035
2390	16522	18028
2391	16528	18021
2392	16535	18013
2393	16541	18006
2394	16548	17999
2395	16554	17992
2396	16561	17984
2397	16568	17978
2398	16575	17971
2399	16582	17963
2400	16588	17956
2401	16595	17949
2402	16602	17942
2403	16608	17935
2404	16615	17927
2405	16621	17920
2406	16628	17913
2407	16635	17906
2408	16642	17899
2409	16648	17892
2410	16655	17885
2411	16661	17877
2412	16668	17870
2413	16675	17863
2414	16681	17856
2415	16688	17848
2416	16695	17841
2417	16701	17834
2418	16707	17826
2419	16714	17819
2420	16720	17812
2421	16727	17805
2422	16734	17797
2423	16740	17790
2424	16747	17783
2425	16754	17776
2426	16761	17769
2427	16767	17762
2428	16774	17754
2429	16781	17748
2430	16788	17741
2431	16796	17735
2432	16805	17731
2433	16815	17727
2434	16823	17721
2435	16830	17715
2436	16837	17707
2437	16844	17701
2438	16852	17695
2439	16859	17688
2440	16865	17680
2441	16871	17673
2442	16877	17665
2443	16884	17658
2444	16891	17650
2445	16897	17643
2446	16904	17636
2447	16911	17629
2448	16917	17622
2449	16924	17615
2450	16931	17608
2451	16937	17601
2452	16944	17593
2453	16950	17586
2454	16957	17578
2455	16963	17571
2456	16970	17564
2457	16976	17557
2458	16983	17549
2459	16989	17542
2460	16996	17535
2461	17003	17528
2462	17009	17520
2463	17015	17513
2464	17022	17506
2465	17029	17498
2466	17036	17492
2467	17044	17485
2468	17051	17479
2469	17059	17473
2470	17066	17467
2471	17074	17461
2472	17080	17453
2473	17087	17446
2474	17094	17439
2475	17101	17432
2476	17108	17426
2477	17115	17419
2478	17122	17412
2479	17129	17406
2480	17136	17399
2481	17143	17392
2482	17150	17385
2483	17157	17378
2484	17164	17371
2485	17171	17365
2486	17178	17357
2487	17184	17350
2488	17191	17343
2489	17197	17336
2490	17204	17329
2491	17210	17321
2492	17217	17314
2493	17225	17307
2494	17232	17301
2495	17238	17294
2496	17244	17286
2497	17252	17280
2498	17261	17274
2499	17269	17269
2500	17276	17262
2501	17285	17258
2502	17293	17251
2503	17300	17245
2504	17309	17240
2505	17319	17236
2506	17325	17228
2507	17331	17221
2508	17338	17214
2509	17345	17206
2510	17351	17199
2511	17358	17192
2512	17364	17184
2513	17370	17176
2514	17376	17168
2515	17382	17161
2516	17389	17154
2517	17396	17147
2518	17403	17141
2519	17410	17134
2520	17416	17126
2521	17423	17119
2522	17431	17113
2523	17438	17107
2524	17446	17100
2525	17452	17093
2526	17459	17086
2527	17466	17079
2528	17472	17072
2529	17479	17064
2530	17486	17057
2531	17492	17050
2532	17499	17043
2533	17505	17036
2534	17512	17028
2535	17524	17026
2536	17532	17020
2537	17538	17013
2538	17545	17006
2539	17553	17000
2540	17559	16993
2541	17567	16986
2542	17573	16979
2543	17580	16972
2544	17588	16966
2545	17594	16959
2546	17601	16952
2547	17608	16944
2548	17614	16937
2549	17621	16930
2550	17627	16922
2551	17634	16915
2552	17640	16908
2553	17647	16901
2554	17654	16894
2555	17660	16886
2556	17667	16879
2557	17674	16872
2558	17681	16865
2559	17687	16858
2560	17693	16850
2561	17699	16842
2562	17706	16835
2563	17712	16828
2564	17719	16821
2565	17726	16814
2566	17732	16806
2567	17738	16798
2568	17744	16791
2569	17751	16784
2570	17757	16776
2571	17763	16768
2572	17769	16761
2573	17775	16753
2574	17782	16746
2575	17788	16738
2576	17795	16731
2577	17801	16724
2578	17808	16717
2579	17815	16710
2580	17821	16703
2581	17828	16695
2582	17834	16688
2583	17841	16681
2584	17847	16673
2585	17853	16666
2586	17860	16659
2587	17867	16652
2588	17873	16645
2589	17880	16637
2590	17887	16630
2591	17893	16623
2592	17900	16616
2593	17906	16608
2594	17913	16601
2595	17920	16594
2596	17926	16587
2597	17933	16580
2598	17940	16573
2599	17946	16566
2600	17953	16559
2601	17960	16552
2602	17967	16545
2603	17973	16537
2604	17979	16530
2605	17986	16523
2606	17992	16515
2607	18001	16510
2608	18008	16503
2609	18015	16496
2610	18021	16489
2611	18028	16482
2612	18034	16474
2613	18041	16467
2614	18047	16460
2615	18054	16453
2616	18061	16446
2617	18067	16438
2618	18074	16431
2619	18080	16424
2620	18087	16417
2621	18094	16410
2622	18100	16402
2623	18107	16395
2624	18113	16388
2625	18120	16381
2626	18126	16374
2627	18133	16367
2628	18140	16360
2629	18147	16353
2630	18154	16346
2631	18161	16339
2632	18170	16335
2633	18180	16330
2634	18187	16324
2635	18197	16320
2636	18204	16312
2637	18212	16307
2638	18219	16299
2639	18226	16293
2640	18233	16286
2641	18240	16279
2642	18248	16273
2643	18255	16267
2644	18262	16260
2645	18269	16253
2646	18276	16246
2647	18283	16239
2648	18291	16233
2649	18298	16226
2650	18304	16219
2651	18311	16212
2652	18318	16205
2653	18324	16198
2654	18331	16190
2655	18337	16183
2656	18344	16176
2657	18350	16169
2658	18357	16162
2659	18364	16155
2660	18370	16147
2661	18378	16141
2662	18384	16134
2663	18391	16127
2664	18398	16120
2665	18404	16112
2666	18411	16105
2667	18418	16098
2668	18425	16092
2669	18432	16085
2670	18438	16077
2671	18445	16070
2672	18451	16063
2673	18458	16056
2674	18464	16048
2675	18472	16042
2676	18478	16035
2677	18485	16027
2678	18491	16020
2679	18498	16013
2680	18504	16006
2681	18511	15999
2682	18519	15992
2683	18526	15986
2684	18534	15980
2685	18541	15973
2686	18548	15967
2687	18555	15960
2688	18562	15953
2689	18568	15945
2690	18575	15938
2691	18581	15931
2692	18588	15923
2693	18595	15916
2694	18601	15909
2695	18608	15902
2696	18614	15895
2697	18621	15888
2698	18627	15880
2699	18634	15873
2700	18640	15866
2701	18647	15859
2702	18654	15852
2703	18661	15845
2704	18667	15838
2705	18673	15830
2706	18680	15823
2707	18687	15816
2708	18693	15809
2709	18700	15802
2710	18707	15795
2711	18713	15787
2712	18720	15780
2713	18726	15773
2714	18733	15766
2715	18739	15758
2716	18748	15753
2717	18755	15747
2718	18762	15739
2719	18769	15733
2720	18777	15727
2721	18784	15720
2722	18791	15713
2723	18797	15706
2724	18805	15699
2725	18811	15692
2726	18818	15685
2727	18825	15678
2728	18831	15671
2729	18838	15664
2730	18845	15657
2731	18851	15649
2732	18858	15642
2733	18864	15635
2734	18870	15628
2735	18877	15620
2736	18883	15613
2737	18890	15606
2738	18896	15598
2739	18903	15591
2740	18909	15584
2741	18916	15577
2742	18923	15570
2743	18929	15563
2744	18936	15555
2745	18942	15548
2746	18949	15541
2747	18956	15534
2748	18963	15528
2749	18970	15520
2750	18976	15513
2751	18983	15506
2752	18989	15499
2753	18996	15492
2754	19002	15485
2755	19009	15477
2756	19016	15471
2757	19023	15464
2758	19029	15457
2759	19036	15449
2760	19042	15442
2761	19049	15435
2762	19056	15428
2763	19062	15421
2764	19069	15413
2765	19075	15406
2766	19082	15399
2767	19088	15392
2768	19095	15385
2769	19102	15378
2770	19108	15371
2771	19115	15364
2772	19122	15357
2773	19128	15349
2774	19135	15343
2775	19142	15335
2776	19148	15328
2777	19155	15321
2778	19162	15314
2779	19168	15307
2780	19174	15299
2781	19181	15292
2782	19187	15285
2783	19194	15278
2784	19200	15271
2785	19207	15263
2786	19214	15256
2787	19220	15249
2788	19227	15242
2789	19234	15235
2790	19241	15229
2791	19248	15222
2792	19255	15215
2793	19261	15208
2794	19268	15200
2795	19274	15193
2796	19281	15186
2797	19288	15179
2798	19294	15172
2799	19301	15165
2800	19308	15158
2801	19314	15151
2802	19321	15144
2803	19328	15137
2804	19334	15130
2805	19341	15122
2806	19347	15115
2807	19354	15108
2808	19361	15101
2809	19368	15094
2810	19374	15087
2811	19381	15080
2812	19387	15073
2813	19394	15066
2814	19401	15059
2815	19407	15051
2816	19414	15044
2817	19421	15037
2818	19427	15030
2819	19435	15024
2820	19441	15017
2821	19448	15010
2822	19455	15003
2823	19462	14996
2824	19468	14989
2825	19475	14982
2826	19481	14975
2827	19488	14967
2828	19497	14962
2829	19504	14955
2830	19512	14949
2831	19521	14944
2832	19531	14939
2833	19539	14933
2834	19547	14927
2835	19553	14920
2836	19560	14913
2837	19567	14906
2838	19573	14899
2839	19580	14892
2840	19586	14884
2841	19593	14877
2842	19599	14870
2843	19606	14863
2844	19613	14856
2845	19619	14849
2846	19626	14842
2847	19632	14835
2848	19639	14827
2849	19647	14821
2850	19653	14814
2851	19661	14807
2852	19667	14800
2853	19675	14794
2854	19682	14787
2855	19688	14780
2856	19695	14773
2857	19701	14766
2858	19708	14758
2859	19714	14751
2860	19721	14744
2861	19727	14737
2862	19735	14730
2863	19743	14725
2864	19750	14718
2865	19757	14711
2866	19764	14704
2867	19772	14698
2868	19779	14691
2869	19785	14684
2870	19792	14677
2871	19799	14670
2872	19806	14663
2873	19813	14656
2874	19819	14649
2875	19826	14642
2876	19833	14635
2877	19840	14628
2878	19846	14621
2879	19853	14614
2880	19859	14607
2881	19866	14599
2882	19873	14593
2883	19879	14585
2884	19886	14578
2885	19892	14571
2886	19899	14564
2887	19906	14557
2888	19913	14550
2889	19920	14543
2890	19926	14536
2891	19933	14529
2892	19940	14522
2893	19946	14515
2894	19952	14508
2895	19959	14500
2896	19966	14494
2897	19973	14487
2898	19979	14479
2899	19985	14472
2900	19992	14465
2901	19998	14458
2902	20005	14451
2903	20011	14443
2904	20035	14448
2905	20042	14442
2906	20048	14434
2907	20055	14428
2908	20062	14420
2909	20068	14413
2910	20075	14406
2911	20081	14399
2912	20088	14391
2913	20094	14384
2914	20101	14378
2915	20108	14370
2916	20114	14363
2917	20121	14356
2918	20127	14349
2919	20134	14342
2920	20140	14334
2921	20147	14328
2922	20154	14321
2923	20161	14314
2924	20167	14307
2925	20174	14300
2926	20181	14292
2927	20187	14285
2928	20194	14278
2929	20200	14271
2930	20206	14264
2931	20213	14256
2932	20220	14249
2933	20226	14242
2934	20233	14235
2935	20242	14230
2936	20249	14223
2937	20256	14216
2938	20263	14209
2939	20270	14203
2940	20276	14195
2941	20284	14189
2942	20291	14182
2943	20298	14176
2944	20305	14168
2945	20313	14162
2946	20319	14155
2947	20326	14148
2948	20332	14141
2949	20339	14134
2950	20345	14126
2951	20352	14119
2952	20358	14112
2953	20365	14105
2954	20372	14098
2955	20378	14091
2956	20385	14084
2957	20392	14077
2958	20399	14071
2959	20406	14063
2960	20413	14056
2961	20419	14049
2962	20425	14042
2963	20432	14035
2964	20438	14028
2965	20445	14021
2966	20452	14013
2967	20458	14006
2968	20465	13999
2969	20471	13992
2970	20479	13985
2971	20485	13978
2972	20492	13971
2973	20498	13964
2974	20505	13957
2975	20512	13950
2976	20518	13943
2977	20526	13936
2978	20532	13929
2979	20539	13922
2980	20545	13915
2981	20552	13908
2982	20558	13901
2983	20565	13893
2984	20571	13886
2985	20578	13879
2986	20585	13872
2987	20592	13866
2988	20599	13859
2989	20605	13852
2990	20612	13844
2991	20618	13837
2992	20625	13830
2993	20632	13823
2994	20639	13816
2995	20645	13809
2996	20652	13802
2997	20659	13795
2998	20665	13788
2999	20672	13781
3000	20678	13774
3001	20685	13767
3002	20691	13760
3003	20698	13752
3004	20704	13745
3005	20711	13738
3006	20718	13731
3007	20724	13724
3008	20731	13717
3009	20738	13711
3010	20745	13704
3011	20752	13697
3012	20758	13689
3013	20765	13682
3014	20771	13675
3015	20778	13668
3016	20785	13661
3017	20792	13654
3018	20799	13647
3019	20806	13641
3020	20812	13633
3021	20819	13626
3022	20825	13619
3023	20832	13612
3024	20838	13605
3025	20845	13598
3026	20851	13591
3027	20858	13584
3028	20865	13577
3029	20872	13570
3030	20878	13563
3031	20886	13556
3032	20893	13550
3033	20901	13543
3034	20907	13536
3035	20914	13529
3036	20921	13523
3037	20928	13515
3038	20934	13508
3039	20941	13501
3040	20949	13495
3041	20955	13488
3042	20962	13481
3043	20969	13474
3044	20976	13467
3045	20983	13460
3046	20989	13453
3047	20996	13446
3048	21003	13439
3049	21009	13432
3050	21016	13425
3051	21022	13418
3052	21029	13411
3053	21036	13404
3054	21042	13397
3055	21049	13390
3056	21056	13383
3057	21062	13376
3058	21069	13369
3059	21076	13362
3060	21082	13355
3061	21089	13347
3062	21096	13340
3063	21102	13333
3064	21108	13326
3065	21115	13319
3066	21121	13312
3067	21128	13305
3068	21135	13298
3069	21141	13290
3070	21148	13283
3071	21154	13276
3072	21162	13270
3073	21168	13263
3074	21175	13256
3075	21181	13248
3076	21188	13242
3077	21195	13235
3078	21202	13228
3079	21208	13221
3080	21215	13214
3081	21222	13207
3082	21228	13199
3083	21236	13193
3084	21244	13187
3085	21251	13180
3086	21258	13173
3087	21267	13167
3088	21274	13161
3089	21281	13154
3090	21287	13147
3091	21294	13140
3092	21301	13133
3093	21308	13126
3094	21314	13119
3095	21321	13112
3096	21328	13105
3097	21334	13098
3098	21341	13091
3099	21349	13085
3100	21356	13078
3101	21362	13070
3102	21369	13064
3103	21376	13057
3104	21383	13050
3105	21390	13043
3106	21397	13036
3107	21403	13029
3108	21411	13022
3109	21417	13015
3110	21424	13008
3111	21430	13001
3112	21437	12994
3113	21443	12987
3114	21450	12980
3115	21456	12973
3116	21465	12967
3117	21472	12960
3118	21478	12953
3119	21485	12946
3120	21492	12939
3121	21498	12932
3122	21505	12925
3123	21511	12918
3124	21518	12911
3125	21525	12904
3126	21532	12897
3127	21539	12890
3128	21546	12883
3129	21552	12876
3130	21559	12869
3131	21566	12862
3132	21572	12855
3133	21579	12848
3134	21585	12841
3135	21591	12834
3136	21599	12827
3137	21606	12820
3138	21612	12813
3139	21619	12806
3140	21625	12799
3141	21632	12792
3142	21638	12784
3143	21645	12778
3144	21652	12771
3145	21659	12764
3146	21665	12756
3147	21672	12750
3148	21678	12743
3149	21685	12735
3150	21691	12728
3151	21698	12721
3152	21704	12714
3153	21711	12707
3154	21717	12700
3155	21724	12693
3156	21730	12685
3157	21738	12679
3158	21746	12673
3159	21766	12674
3160	21774	12667
3161	21782	12661
3162	21789	12655
3163	21796	12648
3164	21804	12641
3165	21811	12634
3166	21818	12627
3167	21824	12620
3168	21831	12614
3169	21838	12607
3170	21845	12600
3171	21851	12592
3172	21857	12585
3173	21864	12578
3174	21871	12571
3175	21877	12564
3176	21884	12557
3177	21891	12550
3178	21897	12543
3179	21904	12536
3180	21910	12529
3181	21917	12522
3182	21924	12515
3183	21931	12508
3184	21937	12501
3185	21944	12494
3186	21950	12487
3187	21957	12479
3188	21963	12472
3189	21970	12465
3190	21976	12458
3191	21982	12451
3192	21989	12444
3193	21995	12437
3194	22002	12429
3195	22008	12422
3196	22015	12415
3197	22022	12409
3198	22029	12402
3199	22035	12395
3200	22042	12387
3201	22049	12381
3202	22055	12374
3203	22062	12366
3204	22069	12360
3205	22075	12353
3206	22082	12345
3207	22088	12338
3208	22095	12331
3209	22101	12324
3210	22107	12317
3211	22114	12310
3212	22121	12303
3213	22127	12296
3214	22134	12289
3215	22140	12282
3216	22147	12275
3217	22154	12268
3218	22161	12261
3219	22167	12254
3220	22174	12247
3221	22180	12240
3222	22187	12233
3223	22194	12226
3224	22200	12219
3225	22207	12212
3226	22214	12205
3227	22221	12198
