iter	RMSE
211	0.1583558672
212	0.1582899953
213	0.1582511139
214	0.1582510612
215	0.1582097231
216	0.158132082
217	0.1580802305
218	0.1580356338
219	0.1579962576
220	0.1579845011
221	0.1579371067
222	0.1579020079
223	0.1578773131
224	0.1578583935
225	0.1578583848
226	0.1578470849
227	0.1577963504
228	0.157787896
229	0.1577519354
230	0.1576804777
231	0.1576228346
232	0.1575827385
233	0.1575547677
234	0.1575161427
235	0.1574435023
236	0.1573861614
237	0.1573725981
238	0.1573493119
239	0.1573193812
240	0.1572830335
241	0.1572477879
242	0.1571819876
243	0.1571354229
244	0.1571262754
245	0.1570690901
246	0.1570430849
247	0.1570386026
248	0.1570379072
249	0.1570134774
250	0.1569942099
251	0.1569133212
252	0.1568073668
253	0.1568073619
254	0.1567802824
255	0.1567512999
256	0.1567138085
257	0.1566710996
258	0.156635465
259	0.1566053352
260	0.1565556311
261	0.1565553933
262	0.1565459589
263	0.1565238121
264	0.1565139222
265	0.1564692804
266	0.1564678768
267	0.1564675242
268	0.1564002259
269	0.156383676
270	0.1563431033
271	0.1562258582
272	0.1561672687
273	0.1561202874
274	0.1561019376
275	0.1560921443
276	0.1560689288
277	0.1560426684
278	0.1560027427
279	0.1559685377
280	0.1559525047
281	0.1559284396
282	0.1559153727
283	0.155894978
284	0.1558947046
285	0.1558841441
286	0.1558157274
287	0.1557751129
288	0.1557459032
289	0.1557456741
290	0.1557352318
291	0.1556884069
292	0.1556881689
293	0.1556476587
294	0.1556234343
295	0.1556208337
296	0.155614114
297	0.1556138901
298	0.1555898921
299	0.1555890472
300	0.155555742
301	0.1555008399
302	0.1554793946
303	0.1554727547
304	0.1554713626
305	0.1554181822
306	0.1553956959
307	0.1553769114
308	0.1553408722
309	0.1552594838
310	0.1552587101
311	0.155179153
312	0.1550846007
313	0.1550261698
314	0.154923525
315	0.1547962945
316	0.1547604747
317	0.154756098
318	0.1547276999
319	0.1547167508
320	0.1546962769
321	0.154680429
322	0.1546616547
323	0.1546066528
324	0.1546023144
325	0.1545676283
326	0.154545775
327	0.1545260071
328	0.1545017879
329	0.1544715308
330	0.1544479384
331	0.1544289928
332	0.1544077435
333	0.1543872874
334	0.1543652757
335	0.1542327026
336	0.1542301001
337	0.1542211454
338	0.1542195948
339	0.1541991937
340	0.1541660126
341	0.1541565764
342	0.1541339894
343	0.1540845697
344	0.1540580718
345	0.1540450287
346	0.1540272781
347	0.1540147839
348	0.1539880151
349	0.1539632072
350	0.1538947511
351	0.1538759225
352	0.1538601007
353	0.1538480894
354	0.1537966073
355	0.1537475877
356	0.1537271746
357	0.153695777
358	0.1536826011
359	0.1536737891
360	0.1535858941
361	0.1535696211
362	0.153525574
363	0.1535127833
364	0.1534822698
365	0.1534174615
366	0.1534163457
367	0.1534155223
368	0.1533671603
369	0.1533037198
370	0.1533015416
371	0.1532891304
372	0.1532771909
373	0.1532574255
374	0.1532362571
375	0.1531170956
376	0.1531024248
377	0.1530369706
378	0.1530251711
379	0.1530091211
380	0.1529607689
381	0.1529230688
382	0.1528935058
383	0.1527935807
384	0.1527732614
385	0.1527712256
386	0.1527094742
387	0.1526960051
388	0.1526492358
389	0.1526380771
390	0.1526373612
391	0.1526354385
392	0.1526344447
393	0.152595574
394	0.1525946547
395	0.1525223226
396	0.1525211074
397	0.1525031581
398	0.1524878382
399	0.1524872461
400	0.1524322384
401	0.1523739146
402	0.1523633436
403	0.152362471
404	0.1523522406
405	0.152333445
406	0.1523180446
407	0.1522670825
408	0.1522479308
409	0.1522299778
410	0.1522294232
411	0.1522076777
412	0.152158894
413	0.1521444968
414	0.1521346834
415	0.1520990648
416	0.1520811461
417	0.1520602545
418	0.1520102598
419	0.1520094892
420	0.1520000127
421	0.1519856299
422	0.1519839218
423	0.1519813689
424	0.1519723479
425	0.1519247641
426	0.1519231131
427	0.1518394651
428	0.1518307959
429	0.1518292136
430	0.1517803511
431	0.1517798326
432	0.1517707538
433	0.151757573
434	0.1516368507
435	0.1516293383
436	0.1515961509
437	0.1515946388
438	0.1515802725
439	0.1515797866
440	0.1515555101
441	0.1515084897
442	0.1514798035
443	0.1513654558
444	0.1513646949
445	0.1513413567
446	0.1513327558
447	0.1513322746
448	0.1512170662
449	0.1511680928
450	0.1511676165
451	0.1511592935
452	0.1511314699
453	0.1511170644
454	0.1511004494
455	0.1510935043
456	0.151051486
457	0.1510510284
458	0.151032581
459	0.1510321312
460	0.1510146936
461	0.1509706244
462	0.150970164
463	0.1509622751
464	0.1509559119
465	0.1509254043
466	0.1509099668
467	0.1508950375
468	0.1507957616
469	0.1507674292
470	0.1507247255
471	0.1507143145
472	0.1506716035
473	0.1506495871
474	0.1506491218
475	0.1506483495
476	0.1506024272
477	0.1505918302
478	0.1505425951
479	0.1505156969
480	0.1505072542
481	0.1505002279
482	0.1504900634
483	0.1504834549
484	0.1503617126
485	0.15034771
486	0.1502951165
487	0.1502520765
488	0.1501595129
489	0.1501250017
490	0.1501175018
491	0.1500744322
492	0.150046439
493	0.1500325346
494	0.1499909877
495	0.1499520953
496	0.1499335229
497	0.1499268644
498	0.1499200498
499	0.1498799266
500	0.149818651
501	0.1498173841
502	0.1498015868
503	0.149752515
504	0.1497418842
505	0.1496953107
506	0.1496684146
507	0.1496310727
508	0.1496130856
509	0.1495250276
510	0.1495076215
511	0.1494592117
512	0.1494488735
513	0.1493342692
514	0.1493272403
515	0.1493204769
516	0.1493133083
517	0.1492965125
518	0.1492953362
519	0.1492597792
520	0.1492188726
521	0.1491789029
522	0.1491376697
523	0.1491365462
524	0.1490905552
525	0.1490591018
526	0.1490583203
527	0.1490263971
528	0.1490160922
529	0.1490097582
530	0.1489944417
531	0.1489555871
532	0.148932138
533	0.1489008932
534	0.1489003048
535	0.1488182482
536	0.1488178373
537	0.1487233748
538	0.1487071463
539	0.1486916374
540	0.1486541254
541	0.1486393589
542	0.1486007576
543	0.1485676293
544	0.1485580011
545	0.1485137488
546	0.1484884851
547	0.1484740263
548	0.1484679101
549	0.1484646123
550	0.1483832579
551	0.1483826766
552	0.1483468023
553	0.1483156218
554	0.1483090205
555	0.148293221
556	0.1482874595
557	0.1482499642
558	0.1482347063
559	0.1482303736
560	0.1482156281
561	0.1482123927
562	0.1482118296
563	0.1481977858
564	0.148144257
565	0.1481389424
566	0.1481254906
567	0.1481163218
568	0.1481114168
569	0.1481108558
570	0.148068519
571	0.1480542396
572	0.1480404409
573	0.1480048953
574	0.1479535349
575	0.1479505981
576	0.1479157469
577	0.1479021268
578	0.1478955471
579	0.1478828284
580	0.1478623608
581	0.1478216532
582	0.1478095025
583	0.1477960916
584	0.1477831303
585	0.1477830262
586	0.1477696762
587	0.147757135
588	0.1477513347
589	0.1477182344
590	0.1476985089
591	0.1476536503
592	0.1476490417
593	0.1476375019
594	0.1475983594
595	0.1475960273
596	0.1475849307
597	0.1475729556
598	0.1475719957
599	0.1475674816
600	0.1475568152
601	0.1475161342
602	0.1475018372
603	0.147488762
604	0.1474845721
605	0.1474718181
606	0.1474367046
607	0.1473931769
608	0.1473397685
609	0.1473103987
610	0.1473098552
611	0.14730932
612	0.1472794028
613	0.1472763715
614	0.1472378799
615	0.1472321117
616	0.1471941295
617	0.1471911891
618	0.1471868271
619	0.1471549093
620	0.1471523056
621	0.1471169902
622	0.1470820804
623	0.147081962
624	0.1470485813
625	0.1470444287
626	0.1470443129
627	0.1470109954
628	0.1469770509
629	0.1469696464
630	0.1469461198
631	0.1469097314
632	0.1468673145
633	0.1468600646
634	0.1468575887
635	0.1468474395
636	0.1467906905
637	0.146755804
638	0.1467530459
639	0.1467432876
640	0.1467330658
641	0.1467236728
642	0.1467146364
643	0.1467059205
644	0.1466961433
645	0.1466842309
646	0.1466758363
647	0.1466632305
648	0.1466557156
649	0.1466364875
650	0.1466248161
651	0.1465810449
652	0.1464836986
653	0.1464785164
654	0.1464758663
655	0.1464735002
656	0.1464670061
657	0.1464600078
658	0.146445034
659	0.1464424649
660	0.1464011498
661	0.1463519078
662	0.1462919439
663	0.1462878862
664	0.1462871321
665	0.1462864002
666	0.1462605305
667	0.1462580599
668	0.146247051
669	0.1461999443
670	0.1461770372
671	0.1461746804
672	0.1461596763
673	0.1461506782
674	0.1461483797
675	0.1461321232
676	0.1461298919
677	0.146127724
678	0.146119138
679	0.1461110528
680	0.1461065187
681	0.1461019499
682	0.1460658468
683	0.1460637483
684	0.1460556256
685	0.146044534
686	0.1460424938
687	0.1460200084
688	0.1460139821
689	0.1460135335
690	0.145989359
691	0.1459889152
692	0.1459735198
693	0.1459560802
694	0.1459132059
695	0.1458965616
696	0.1458890589
697	0.1458845118
698	0.1458825028
699	0.1458810026
700	0.1458790507
701	0.145858288
702	0.1458390622
703	0.1458312996
704	0.1458090193
705	0.1458015761
706	0.1457626198
707	0.145741063
708	0.1457391687
709	0.1457286114
710	0.145702676
711	0.1456492823
712	0.1456412758
713	0.1456342114
714	0.1456323824
715	0.1456088887
716	0.1455740274
717	0.1455474301
718	0.1454961447
719	0.1454753302
720	0.1454683911
721	0.1454453539
722	0.145441347
723	0.1454374681
724	0.1454118901
725	0.1454110371
726	0.1454090635
727	0.1453764838
728	0.1453702839
729	0.145368573
730	0.1453361151
731	0.1453259299
732	0.145324118
733	0.1453200889
734	0.1452848781
735	0.1452553765
736	0.1452352783
737	0.1452285853
738	0.1452063963
739	0.1452052477
740	0.1452035002
741	0.1451962622
742	0.1451945587
743	0.1451794537
744	0.1451631378
745	0.1451385682
746	0.1451381562
747	0.1451320544
748	0.1451305864
749	0.1450663317
750	0.1450412765
751	0.1450006543
752	0.1449748746
753	0.1449323068
754	0.1449282127
755	0.1449144869
756	0.144904746
757	0.1448437271
758	0.1447963881
759	0.1447726941
760	0.1447530164
761	0.1447339191
762	0.1447245267
763	0.1447196622
764	0.1447189223
765	0.1447027679
766	0.144681675
767	0.1446509334
768	0.1446326821
769	0.144631609
770	0.1446121486
771	0.1445915889
772	0.1445015545
773	0.144492583
774	0.1444724426
775	0.1444508982
776	0.1444326122
777	0.1444303967
778	0.1444218578
779	0.1444120645
780	0.1444059536
781	0.144396606
782	0.1443882792
783	0.1443826054
784	0.1443746343
785	0.1443692041
786	0.1442630762
787	0.1442313206
788	0.1442260999
789	0.1442210869
790	0.1442162724
791	0.1441937288
792	0.1441861107
793	0.1441605636
794	0.1441525696
795	0.1441455001
796	0.1441384391
797	0.1440733549
798	0.1440665777
799	0.1440644648
800	0.1440243888
801	0.1440178993
802	0.1440089233
803	0.1440004201
804	0.1439934893
805	0.1439874984
806	0.1439794459
807	0.143972257
808	0.1438098177
809	0.1438040377
810	0.1437984893
811	0.1437924241
812	0.1437699451
813	0.1437623491
814	0.1437565071
815	0.1437515667
816	0.1436268096
817	0.1436213469
818	0.1436130752
819	0.1436077978
820	0.1436027081
821	0.1435984495
822	0.1435472063
823	0.1435440658
824	0.1434053578
825	0.1434006081
826	0.1433774431
827	0.1433727697
828	0.1433505825
829	0.1432405825
830	0.1432251777
831	0.1432206806
832	0.1432163401
833	0.1432121508
834	0.1431926105
835	0.1431602062
836	0.1431560969
837	0.1431481741
838	0.1430183511
839	0.1429971619
840	0.1429639333
841	0.1429427639
842	0.1429386617
843	0.1429120231
844	0.1429085183
845	0.1428705985
846	0.1428672925
847	0.1428215736
848	0.1428195193
849	0.1428157313
850	0.1428016489
851	0.1426590447
852	0.1426554141
853	0.1426519075
854	0.1426485193
855	0.1426452459
856	0.1426391038
857	0.1426359124
858	0.1426302157
859	0.1426096822
860	0.1425681875
861	0.1425498321
862	0.1425469764
863	0.1425158664
864	0.1425104749
865	0.1424969685
866	0.1423890072
867	0.1423824432
868	0.1423524249
869	0.142348889
870	0.1423284595
871	0.1423097716
872	0.1422633483
873	0.1422600038
874	0.142257398
875	0.1421389335
876	0.1421324018
877	0.1421256632
878	0.1420967168
879	0.1420841305
880	0.1420665204
881	0.1420633916
882	0.142037837
883	0.1420312792
884	0.142006429
885	0.1419710055
886	0.1419539778
887	0.141953122
888	0.1419295345
889	0.1419063222
890	0.1419054943
891	0.1418781193
892	0.1417766431
893	0.1417356997
894	0.1417351463
895	0.141638463
896	0.1415229213
897	0.1415204992
898	0.141517103
899	0.1415161159
900	0.1415155879
901	0.1415146536
902	0.1415123581
903	0.1414866088
904	0.1414700207
905	0.1414641479
906	0.1414636456
907	0.141447571
908	0.1414467287
909	0.1414462419
910	0.141445063
911	0.1414204312
912	0.1414109809
913	0.1414088125
914	0.1413166215
915	0.1412994089
916	0.141275825
917	0.1412378029
918	0.14123135
919	0.141230636
920	0.1412299589
921	0.1412270348
922	0.1412094303
923	0.141208775
924	0.1412059322
925	0.1411999147
926	0.1411011322
927	0.1411007143
928	0.1410703272
929	0.1410694961
930	0.1410552388
931	0.1410456399
932	0.1410450162
933	0.1410399593
934	0.1410343958
935	0.1410339842
936	0.1410286343
937	0.1410195987
938	0.1410143378
939	0.1409977691
940	0.1409927314
941	0.1409923277
942	0.1409617624
943	0.140960945
944	0.1409317377
945	0.1409161157
946	0.1408912769
947	0.1408746326
948	0.1408698037
949	0.1408544282
950	0.1407672581
951	0.1407284024
952	0.1407024705
953	0.1406942316
954	0.1406859517
955	0.1406773988
956	0.1406558479
957	0.1406200875
958	0.1406093567
959	0.1406090225
960	0.1405735242
961	0.14055445
962	0.1405532996
963	0.1405475065
964	0.1405138695
965	0.1405130782
966	0.1404920819
967	0.1404762496
968	0.1404759514
969	0.1404679572
970	0.1404676684
971	0.1404636188
972	0.1404417137
973	0.1403912475
974	0.1403629315
975	0.1403477016
976	0.1402543129
977	0.1402540203
978	0.1402377819
979	0.1402256075
980	0.1402210081
981	0.1401760227
982	0.140148426
983	0.1401302981
984	0.140103871
985	0.1400936616
986	0.1400848158
987	0.1400692757
988	0.1400642966
989	0.140049455
990	0.1400390852
991	0.1400315241
992	0.1400117941
993	0.1399855253
994	0.1399847699
995	0.1399645567
996	0.1399454722
997	0.1399413846
998	0.139888355
999	0.1398831511
1000	0.1398637124
1001	0.139853551
1002	0.1398483747
1003	0.1398331013
1004	0.1398260112
1005	0.1398033544
1006	0.1397825104
1007	0.1397597609
1008	0.1397375528
1009	0.1397329669
1010	0.139715778
1011	0.1397155965
1012	0.1396943624
1013	0.1396331443
1014	0.1396150813
1015	0.1395899971
1016	0.13957218
1017	0.1395720028
1018	0.1395546591
1019	0.1395544858
1020	0.1395343428
1021	0.1395177672
1022	0.1395080741
1023	0.1395004847
1024	0.1394910736
1025	0.1394787553
1026	0.1394785917
1027	0.1394608324
1028	0.1394532353
1029	0.1394469563
1030	0.1394229334
1031	0.1394031425
1032	0.1394024658
1033	0.1393980323
1034	0.1393815071
1035	0.1393644287
1036	0.1393433151
1037	0.1393315525
1038	0.1393155647
1039	0.139268082
1040	0.1392436216
1041	0.139229088
1042	0.1392288263
1043	0.1392200468
1044	0.1392016817
1045	0.1391912378
1046	0.1391764408
1047	0.1391646392
1048	0.1391490758
1049	0.1391392191
1050	0.1391389674
1051	0.1391197938
1052	0.1390935888
1053	0.1390780725
1054	0.1390629579
1055	0.1390627152
1056	0.1390478013
1057	0.139037723
1058	0.139016716
1059	0.1390164819
1060	0.1390013108
1061	0.1389875583
1062	0.1389658815
1063	0.1389466139
1064	0.138940095
1065	0.1389338129
1066	0.13892968
1067	0.1388756858
1068	0.1388660086
1069	0.1388657961
1070	0.1388476312
1071	0.1388437183
1072	0.1388435114
1073	0.1388298433
1074	0.1388170832
1075	0.1388037502
1076	0.1387632992
1077	0.1387494362
1078	0.1387288459
1079	0.138710443
1080	0.1386217042
1081	0.1385759066
1082	0.1385626543
1083	0.1385480355
1084	0.1385312548
1085	0.1384979074
1086	0.1384827407
1087	0.1384311724
1088	0.1384167365
1089	0.1384041928
1090	0.1383837308
1091	0.1383696808
1092	0.1383581354
1093	0.1383219717
1094	0.1383020138
1095	0.1382894978
1096	0.1382447912
1097	0.1382202458
1098	0.1382110883
1099	0.1381255344
1100	0.1381134004
1101	0.1381132164
1102	0.1380723801
1103	0.1380488835
1104	0.1380353301
1105	0.1380213686
1106	0.1380076436
1107	0.1379957811
1108	0.1379513342
1109	0.1379017965
1110	0.1378867371
1111	0.1378755428
1112	0.1378625861
1113	0.137844752
1114	0.1378223562
1115	0.1378190644
1116	0.1377402765
1117	0.137727846
1118	0.1376510269
1119	0.1376400353
1120	0.1376398506
1121	0.1376313457
1122	0.1375830737
1123	0.1375828875
1124	0.1375685669
1125	0.1375263659
1126	0.1374846601
1127	0.1374739722
1128	0.1374605242
1129	0.1374603435
1130	0.1374601681
1131	0.1374497915
1132	0.1374366137
1133	0.1374344297
1134	0.1374342608
1135	0.1374182605
1136	0.1374058639
1137	0.1373957239
1138	0.1373160248
1139	0.1372400983
1140	0.1371998105
1141	0.1371902409
1142	0.1371756262
1143	0.1371737202
1144	0.1371445234
1145	0.1371328021
1146	0.1371190727
1147	0.1371189117
1148	0.1371176457
1149	0.137070195
1150	0.1370352504
1151	0.1370122443
1152	0.1369980655
1153	0.1369979014
1154	0.1369808882
1155	0.1369789667
1156	0.1369350123
1157	0.136915912
1158	0.1368620675
1159	0.1368607355
1160	0.1368568412
1161	0.1368433628
1162	0.1368351348
1163	0.1367834127
1164	0.1367708571
1165	0.1367630404
1166	0.1367133954
1167	0.1367017862
1168	0.1366990359
1169	0.1366977652
1170	0.1366351152
1171	0.1366349296
1172	0.1366134318
1173	0.1365968344
1174	0.136595576
1175	0.1365943605
1176	0.1365785563
1177	0.1365659402
1178	0.1365519044
1179	0.136541689
1180	0.1365282448
1181	0.1365281223
1182	0.1365279443
1183	0.1365277717
1184	0.1365276042
1185	0.1365166798
1186	0.1365166324
1187	0.1365097798
1188	0.136481112
1189	0.1364675898
1190	0.1363988782
1191	0.1363796305
1192	0.1363662755
1193	0.1363548774
1194	0.1363369302
1195	0.1362951196
1196	0.1362925846
1197	0.1362924269
1198	0.1362917366
1199	0.1362788066
1200	0.136268608
1201	0.1362601511
1202	0.1362469001
1203	0.1362388144
1204	0.1362378124
1205	0.1362093822
1206	0.136208417
1207	0.1361958125
1208	0.1361878109
1209	0.1361576098
1210	0.1361490194
1211	0.1361358271
1212	0.1361280805
1213	0.1361279176
1214	0.1361272904
1215	0.136117483
1216	0.1361009871
1217	0.1360810821
1218	0.1360653907
1219	0.1360539782
1220	0.1360388352
1221	0.1360312851
1222	0.136015744
1223	0.1360006592
1224	0.1359991862
1225	0.1359985806
1226	0.1359914122
1227	0.1359848291
1228	0.1359842346
1229	0.1359364666
1230	0.1359226227
1231	0.1359184953
1232	0.1359050487
1233	0.1358964956
1234	0.1358833961
1235	0.1358751232
1236	0.1358655476
1237	0.1358359364
1238	0.1358353706
1239	0.1358218627
1240	0.1358126715
1241	0.1357995706
1242	0.1357875296
1243	0.135778748
1244	0.1357502429
1245	0.1357090742
1246	0.1357005896
1247	0.1356992149
1248	0.13569154
1249	0.1356798602
1250	0.1356792896
1251	0.1356623823
1252	0.1356553833
1253	0.135647274
1254	0.1356353558
1255	0.1356146761
1256	0.1355958306
1257	0.1355684985
1258	0.135564809
1259	0.1355570531
1260	0.1355489908
1261	0.1355365592
1262	0.1355220833
1263	0.135506044
1264	0.1354798105
1265	0.1354645872
1266	0.135444264
1267	0.1354298296
1268	0.1353596501
1269	0.1353459819
1270	0.135344841
1271	0.1353310266
1272	0.1353167166
1273	0.1352797951
1274	0.1352665551
1275	0.135263388
1276	0.135229265
1277	0.1352172059
1278	0.1352045354
1279	0.1351924116
1280	0.1351809011
1281	0.1351681248
1282	0.1351650784
1283	0.1351546134
1284	0.1351479977
1285	0.1351271946
1286	0.1351208067
1287	0.1351042937
1288	0.1351013887
1289	0.1350809086
1290	0.1350485033
1291	0.1350456937
1292	0.1350429076
1293	0.1350274267
1294	0.1350255349
1295	0.1350059925
1296	0.1349752678
1297	0.1349664841
1298	0.1349548229
1299	0.134942348
1300	0.1349301137
1301	0.1349164757
1302	0.134887548
1303	0.1348806639
1304	0.1348639006
1305	0.1348557121
1306	0.1347945184
1307	0.1347651215
1308	0.1347630971
1309	0.1347557275
1310	0.134717088
1311	0.134665829
1312	0.1346536217
1313	0.1346510063
1314	0.1346388571
1315	0.1346278201
1316	0.1346200473
1317	0.134611077
1318	0.1346002443
1319	0.1345976898
1320	0.134582455
1321	0.1345799601
1322	0.1345377062
1323	0.1345282786
1324	0.1345227181
1325	0.1345120934
1326	0.1345056717
1327	0.1344953423
1328	0.1344845726
1329	0.1344844363
1330	0.1344746255
1331	0.1344746249
1332	0.1344594348
1333	0.1344417913
1334	0.1344146387
1335	0.1344002803
1336	0.1343941367
1337	0.1343844222
1338	0.1343725826
1339	0.1343724514
1340	0.1343665229
1341	0.1343549651
1342	0.1343537599
1343	0.1343380759
1344	0.1343380056
1345	0.13431795
1346	0.1343155212
1347	0.134310348
1348	0.1342955875
1349	0.1342881518
1350	0.1342738834
1351	0.1342727052
1352	0.1342388353
1353	0.1342214173
1354	0.1342045786
1355	0.1341954253
1356	0.1341902684
1357	0.1341576197
1358	0.1341575003
1359	0.1341515501
1360	0.1341374176
1361	0.1341363487
1362	0.1341268697
1363	0.134116031
1364	0.1341052326
1365	0.1341002496
1366	0.1341001905
1367	0.1340915813
1368	0.1340661402
1369	0.134034513
1370	0.134018369
1371	0.134014745
1372	0.1340045611
1373	0.1339720879
1374	0.1339673093
1375	0.13395172
1376	0.1339470634
1377	0.1339449694
1378	0.1339404266
1379	0.1339334476
1380	0.133890835
1381	0.1338753157
1382	0.1338717217
1383	0.1338599931
1384	0.133848545
1385	0.13383757
1386	0.1338318463
1387	0.1338206951
1388	0.1338173331
1389	0.1338081087
1390	0.1337771053
1391	0.1337737119
1392	0.1337647885
1393	0.13374075
1394	0.133735791
1395	0.1337349003
1396	0.1337330262
1397	0.1337329935
1398	0.1337195128
1399	0.133688436
1400	0.1336851669
1401	0.1336770244
1402	0.1336619899
1403	0.1336550609
1404	0.1336445075
1405	0.1336242313
1406	0.133583757
1407	0.1335448445
1408	0.1335382206
1409	0.1335251826
1410	0.1335251527
1411	0.1334877424
1412	0.1334578547
1413	0.1334480567
1414	0.1334164134
1415	0.1333805014
1416	0.1333805011
1417	0.133350739
1418	0.1333218155
1419	0.1333218152
1420	0.1333028006
1421	0.1332934777
1422	0.1332894505
1423	0.1332881338
1424	0.1332881035
1425	0.1332871615
1426	0.1332763918
1427	0.1332427297
1428	0.1332411255
1429	0.1332266843
1430	0.1331987493
1431	0.1331956068
1432	0.1331632266
1433	0.133161949
1434	0.1331548491
1435	0.1331264915
1436	0.1331264159
1437	0.1331263839
1438	0.1331200247
1439	0.1331144059
1440	0.1331094245
1441	0.1330826663
1442	0.1330720962
1443	0.1330674408
1444	0.1330654866
1445	0.1330601665
1446	0.1330530984
1447	0.133042393
1448	0.13301143
1449	0.1329873806
1450	0.1329586966
1451	0.1329556553
1452	0.1329286698
1453	0.1328800701
1454	0.1328539314
1455	0.1328476493
1456	0.1328299479
1457	0.1328248544
1458	0.1327982292
1459	0.1327906174
1460	0.1327800275
1461	0.1327685953
1462	0.1327387549
1463	0.1327086926
1464	0.1326983432
1465	0.1326900744
1466	0.1326446756
1467	0.1326164433
1468	0.1326115623
1469	0.1326070469
1470	0.1325958372
1471	0.1325753687
1472	0.1325416104
1473	0.1325160639
1474	0.1324865664
1475	0.132476349
1476	0.1324475925
1477	0.1324475924
1478	0.1324475922
1479	0.1324287031
1480	0.1324257256
1481	0.1324212509
1482	0.1324183699
1483	0.1323748932
1484	0.1323586077
1485	0.1323266556
1486	0.1323042161
1487	0.1323015138
1488	0.1322736601
1489	0.1322465975
1490	0.13223153
1491	0.1322157435
1492	0.1322148288
1493	0.1322050274
1494	0.1321893659
1495	0.1321865747
1496	0.1321853554
1497	0.1321556792
1498	0.1321547975
1499	0.1321528545
1500	0.1321226131
1501	0.1320634809
1502	0.1320482124
1503	0.1320474133
1504	0.1320466413
1505	0.1320466413
1506	0.1320459674
1507	0.1320168835
1508	0.1319997426
1509	0.1319627794
1510	0.1319477773
1511	0.1319327408
1512	0.1319103996
