iter	RMSE
1513	0.1318976985
1514	0.1318521865
1515	0.1318203304
1516	0.1318203304
1517	0.1318060811
1518	0.1317965247
1519	0.1317869288
1520	0.1317776623
1521	0.1317749922
1522	0.13177428
1523	0.1317616992
1524	0.1317616627
1525	0.1317616272
1526	0.1317350544
1527	0.1316926501
1528	0.1316526323
1529	0.1316519828
1530	0.1316363945
1531	0.1316124679
1532	0.131590904
1533	0.1315894204
1534	0.1315540949
1535	0.1315439342
1536	0.131530352
1537	0.1315216214
1538	0.1315004808
1539	0.1314790205
1540	0.131476416
1541	0.1314648472
1542	0.1314405257
1543	0.1314322
1544	0.1314275383
1545	0.131426352
1546	0.1314219329
1547	0.1314201369
1548	0.1314184468
1549	0.1314183855
1550	0.1313916979
1551	0.1313628563
1552	0.1313411545
1553	0.1313101588
1554	0.1313089986
1555	0.1313056769
1556	0.1313056195
1557	0.1313055644
1558	0.1312821075
1559	0.1312612695
1560	0.1312493663
1561	0.1312105523
1562	0.1312105154
1563	0.1312087518
1564	0.1311970688
1565	0.1311859796
1566	0.1311629117
1567	0.1311386777
1568	0.1311152175
1569	0.1311129541
1570	0.1310904947
1571	0.1310831716
1572	0.1310616438
1573	0.1310554635
1574	0.1310419772
1575	0.1310370249
1576	0.1310136038
1577	0.1309992092
1578	0.1309900028
1579	0.1309760247
1580	0.1309664561
1581	0.1309409795
1582	0.1309240117
1583	0.1309114693
1584	0.1309052968
1585	0.1308976082
1586	0.1308834706
1587	0.1308821266
1588	0.1308659334
1589	0.1308435999
1590	0.1308279117
1591	0.1308063456
1592	0.1307974025
1593	0.1307751371
1594	0.1307529765
1595	0.1307381032
1596	0.1307322198
1597	0.1307239238
1598	0.1307096823
1599	0.1306961792
1600	0.1306729531
1601	0.1306640725
1602	0.1306503857
1603	0.1306428796
1604	0.1306242587
1605	0.130612604
1606	0.1305994834
1607	0.1305814524
1608	0.1305743775
1609	0.1305617468
1610	0.1305496351
1611	0.1305365733
1612	0.1305294014
1613	0.1305261029
1614	0.1305130861
1615	0.1305102255
1616	0.130496979
1617	0.1304760713
1618	0.1304674698
1619	0.1304613175
1620	0.1304581012
1621	0.1304486239
1622	0.1304433805
1623	0.130442114
1624	0.130430469
1625	0.1304063705
1626	0.1303951711
1627	0.1303775278
1628	0.1303459693
1629	0.1303437411
1630	0.1303410955
1631	0.1303243358
1632	0.130306877
1633	0.1302947776
1634	0.1302859121
1635	0.1302814225
1636	0.1302659175
1637	0.1302550763
1638	0.1302515799
1639	0.1302397562
1640	0.1301942297
1641	0.130189911
1642	0.1301817709
1643	0.1301796592
1644	0.1301733997
1645	0.1301584666
1646	0.1301568751
1647	0.130145666
1648	0.1301414815
1649	0.1301403358
1650	0.1301188079
1651	0.1301077558
1652	0.1300890318
1653	0.1300768453
1654	0.1300653373
1655	0.1300592372
1656	0.1300533657
1657	0.1300430638
1658	0.1300292489
1659	0.1300252294
1660	0.1300247272
1661	0.1300190793
1662	0.1300152004
1663	0.1300053064
1664	0.1300051977
1665	0.1299957023
1666	0.12997048
1667	0.1299667266
1668	0.1299523892
1669	0.1299508593
1670	0.1299489133
1671	0.1299368846
1672	0.1299230101
1673	0.1298922206
1674	0.1298907705
1675	0.1298802489
1676	0.1298801309
1677	0.1298787037
1678	0.129857587
1679	0.1298488838
1680	0.1298477918
1681	0.1298387031
1682	0.129838688
1683	0.1298333383
1684	0.1298226462
1685	0.1298218039
1686	0.1298204283
1687	0.1297992359
1688	0.129768504
1689	0.129768102
1690	0.1297557823
1691	0.1297386898
1692	0.1297212613
1693	0.129717661
1694	0.1296982194
1695	0.1296825268
1696	0.1296798581
1697	0.1296788819
1698	0.1296624199
1699	0.1296536954
1700	0.129650192
1701	0.1296296624
1702	0.1295966368
1703	0.12957413
1704	0.1295651043
1705	0.1295575842
1706	0.129547658
1707	0.1295358329
1708	0.1295354484
1709	0.1295220268
1710	0.1295119958
1711	0.1295103704
1712	0.1295096073
1713	0.1295024672
1714	0.129478583
1715	0.1294766818
1716	0.1294754057
1717	0.129459799
1718	0.1294430779
1719	0.1294330818
1720	0.1294330818
1721	0.1294128975
1722	0.1293978592
1723	0.1293963417
1724	0.129372128
1725	0.1293708946
1726	0.1293680774
1727	0.1293680575
1728	0.1293659127
1729	0.129364084
1730	0.1293343177
1731	0.129331745
1732	0.1293299541
1733	0.1293125755
1734	0.1293125754
1735	0.1293108203
1736	0.129277034
1737	0.1292753133
1738	0.1292749457
1739	0.1292737339
1740	0.1292482133
1741	0.1292388173
1742	0.1292384685
1743	0.1292381058
1744	0.1292118247
1745	0.1292118247
1746	0.129204499
1747	0.1292041675
1748	0.1291617901
1749	0.12915101
1750	0.1291423632
1751	0.1291137112
1752	0.1290778344
1753	0.129054761
1754	0.1290476355
1755	0.1290234125
1756	0.1290040163
1757	0.1289829807
1758	0.1289814564
1759	0.1289797764
1760	0.1289668467
1761	0.1289652006
1762	0.1289504444
1763	0.1289503305
1764	0.1289412729
1765	0.1289242179
1766	0.1289242179
1767	0.128896659
1768	0.1288801134
1769	0.1288797636
1770	0.1288789029
1771	0.1288773556
1772	0.1288629178
1773	0.1288421502
1774	0.128828087
1775	0.1288195279
1776	0.128808503
1777	0.1288069088
1778	0.1287455365
1779	0.1287179258
1780	0.1286980794
1781	0.1286884325
1782	0.1286685441
1783	0.1286564625
1784	0.1286334899
1785	0.1286319191
1786	0.1286318063
1787	0.1286271147
1788	0.1286257699
1789	0.1286242344
1790	0.128623404
1791	0.1286111194
1792	0.128594585
1793	0.1285608145
1794	0.1285542771
1795	0.1285541671
1796	0.128480724
1797	0.1284792175
1798	0.1284643913
1799	0.1284642812
1800	0.1284628248
1801	0.128454636
1802	0.1284354379
1803	0.128427567
1804	0.128409142
1805	0.1284083436
1806	0.128383848
1807	0.1283772379
1808	0.1283736664
1809	0.1283722533
1810	0.1283570678
1811	0.1283430192
1812	0.1283354516
1813	0.1283261573
1814	0.1282859353
1815	0.1282570424
1816	0.1282421573
1817	0.1282078155
1818	0.1281811659
1819	0.1281670143
1820	0.1281511428
1821	0.1281366944
1822	0.1281294056
1823	0.1281293472
1824	0.1281158573
1825	0.1281053373
1826	0.1280983232
1827	0.1280665283
1828	0.1280592973
1829	0.1280443896
1830	0.1280421227
1831	0.1280284769
1832	0.1280229816
1833	0.127984579
1834	0.1279668726
1835	0.1279526057
1836	0.1279502329
1837	0.1279434475
1838	0.1278730511
1839	0.127867839
1840	0.1278303145
1841	0.127799107
1842	0.1277969238
1843	0.1277590953
1844	0.1277486145
1845	0.1277302274
1846	0.1277001706
1847	0.1276780933
1848	0.1276690371
1849	0.1276510712
1850	0.1275857256
1851	0.1275328922
1852	0.1274762197
1853	0.1274472762
1854	0.1274314149
1855	0.1274037295
1856	0.1273917627
1857	0.1273803571
1858	0.1273780685
1859	0.1273671936
1860	0.1273545935
1861	0.1273468845
1862	0.1273370766
1863	0.1273238381
1864	0.1273224516
1865	0.1273202069
1866	0.1272700767
1867	0.1272598667
1868	0.1271954957
1869	0.1271740823
1870	0.1271616877
1871	0.1271465778
1872	0.1271444027
1873	0.1271308198
1874	0.1271233161
1875	0.1271130148
1876	0.1271094701
1877	0.1271021801
1878	0.1270966666
1879	0.1270836024
1880	0.126971676
1881	0.1269471921
1882	0.1269378201
1883	0.1269312743
1884	0.1269244198
1885	0.1269173326
1886	0.1269075415
1887	0.1269054773
1888	0.1269041733
1889	0.1268920539
1890	0.126866309
1891	0.1268547922
1892	0.1268518228
1893	0.1268395882
1894	0.1268270887
1895	0.1268257636
1896	0.1268140438
1897	0.1268018658
1898	0.1267989902
1899	0.126787891
1900	0.1267767579
1901	0.1267731138
1902	0.1267601687
1903	0.1267582609
1904	0.1267517056
1905	0.126737618
1906	0.1267026198
1907	0.1267008333
1908	0.12668796
1909	0.1266472343
1910	0.1266346773
1911	0.1266311801
1912	0.1266093092
1913	0.1265970606
1914	0.126585083
1915	0.1265376959
1916	0.1265242983
1917	0.1265145654
1918	0.1264417564
1919	0.1263894456
1920	0.1263778318
1921	0.1263666231
1922	0.12633556
1923	0.1262947585
1924	0.1262705054
1925	0.1262524325
1926	0.1262361599
1927	0.1261962209
1928	0.1261835696
1929	0.1261377546
1930	0.1261265664
1931	0.126100771
1932	0.1260907679
1933	0.1259840179
1934	0.1259565921
1935	0.1259463299
1936	0.1259315947
1937	0.1259289756
1938	0.1259268327
1939	0.1259062209
1940	0.1258899584
1941	0.1258664968
1942	0.1258639267
1943	0.1258481654
1944	0.1258255511
1945	0.1257813755
1946	0.1257702593
1947	0.1257677696
1948	0.1257249552
1949	0.1257243024
1950	0.1257236826
1951	0.125693658
1952	0.1256866305
1953	0.1256790443
1954	0.1256722118
1955	0.125650905
1956	0.1256503207
1957	0.1256497661
1958	0.1256430949
1959	0.1256366063
1960	0.1256341827
1961	0.1256056538
1962	0.1255836714
1963	0.1255679585
1964	0.1255402929
1965	0.1255292171
1966	0.1255291094
1967	0.1255087197
1968	0.1254764058
1969	0.1254660949
1970	0.1253955865
1971	0.1253692136
1972	0.1253668008
1973	0.125366696
1974	0.1253471667
1975	0.12534477
1976	0.1253447669
1977	0.1253446626
1978	0.1253314375
1979	0.1253313369
1980	0.1253246404
1981	0.1253146984
1982	0.1253123391
1983	0.1253037346
1984	0.1253014454
1985	0.1252850228
1986	0.1252785602
1987	0.1252478745
1988	0.1252408438
1989	0.1252374288
1990	0.1252300253
1991	0.1252228496
1992	0.1252015689
1993	0.1251787366
1994	0.1251584223
1995	0.1251487046
1996	0.1251287742
1997	0.1250928791
1998	0.1250711239
1999	0.125064295
2000	0.1250621263
2001	0.1250600192
2002	0.1250533978
2003	0.1250327409
2004	0.1250173171
2005	0.1249770015
2006	0.1249749571
2007	0.1249551652
2008	0.124943161
2009	0.1249182143
2010	0.1248893423
2011	0.124786655
2012	0.1247809369
2013	0.1247620192
2014	0.1247522692
2015	0.1247201873
2016	0.1247138552
2017	0.1247077103
2018	0.1246766346
2019	0.1246584106
2020	0.1246236566
2021	0.1246177009
2022	0.124615708
2023	0.1246137707
2024	0.1246118871
2025	0.1245131766
2026	0.1244975277
2027	0.124470833
2028	0.1244602843
2029	0.1244545376
2030	0.1244327362
2031	0.1244271588
2032	0.1244084242
2033	0.1244030101
2034	0.1243954389
2035	0.1243900578
2036	0.1243827403
2037	0.1243791985
2038	0.1243731772
2039	0.1243690486
2040	0.1243537155
2041	0.1243328808
2042	0.1243243591
2043	0.1243156738
2044	0.1242820752
2045	0.1242613132
2046	0.1242352048
2047	0.1242334615
2048	0.124138635
2049	0.1241333431
2050	0.1241307104
2051	0.1241094305
2052	0.1240943802
2053	0.1240926971
2054	0.124087565
2055	0.1240859261
2056	0.1240506974
2057	0.1240468204
2058	0.1240271071
2059	0.1239759895
2060	0.1239378279
2061	0.1238716243
2062	0.1238666023
2063	0.1238617145
2064	0.1238217023
2065	0.1237998879
2066	0.1237973698
2067	0.1237764161
2068	0.1237441959
2069	0.1236966011
2070	0.1236364113
2071	0.123632431
2072	0.1235870837
2073	0.1235832876
2074	0.1235721081
2075	0.1235573058
2076	0.123517956
2077	0.1234615512
2078	0.1234182086
2079	0.1233277675
2080	0.1232837583
2081	0.1232741968
2082	0.1232505872
2083	0.1232092452
2084	0.123204487
2085	0.1231937778
2086	0.1231846515
2087	0.1231452448
2088	0.1231076904
2089	0.1230535979
2090	0.1230352308
2091	0.1230285902
2092	0.1230061933
2093	0.1229948724
2094	0.1229838589
2095	0.1229774962
2096	0.1229694246
2097	0.122958462
2098	0.1229412008
2099	0.1229220052
2100	0.1229117812
2101	0.1228971096
2102	0.1228761124
2103	0.1228683348
2104	0.122859108
2105	0.1228386497
2106	0.1228294883
2107	0.1228205507
2108	0.1228164981
2109	0.1228070969
2110	0.122797482
2111	0.1227883227
2112	0.1227765312
2113	0.1227654758
2114	0.1227464737
2115	0.1227400536
2116	0.1227393608
2117	0.1227278566
2118	0.1226855095
2119	0.1225989474
2120	0.1225930093
2121	0.122577959
2122	0.1225683346
2123	0.1225503785
2124	0.122535872
2125	0.1225300791
2126	0.1224468581
2127	0.1224324557
2128	0.1224144755
2129	0.1224115603
2130	0.1223925222
2131	0.1223741922
2132	0.1223741768
2133	0.1223735616
2134	0.122364597
2135	0.122364
2136	0.1223547767
2137	0.1223492087
2138	0.122346638
2139	0.1222959507
2140	0.1222914988
2141	0.1222861898
2142	0.1222610937
2143	0.1222505042
2144	0.1222364744
2145	0.122227705
2146	0.1222223517
2147	0.1222207595
2148	0.1222192145
2149	0.1221958021
2150	0.1221943352
2151	0.1221782976
2152	0.1221697778
2153	0.1221566476
2154	0.122142689
2155	0.1221345951
2156	0.1220548178
2157	0.1220496993
2158	0.1220433295
2159	0.1220380197
2160	0.1220375374
2161	0.1220285203
2162	0.1220146782
2163	0.1220028528
2164	0.1219357326
2165	0.1219343478
2166	0.1219330043
2167	0.1219189627
2168	0.1219008839
2169	0.1218918099
2170	0.1218905095
2171	0.1218892479
2172	0.121880855
2173	0.1218646407
2174	0.1218590862
2175	0.1218575102
2176	0.1218538465
2177	0.1218485743
2178	0.1218403976
2179	0.1218391933
2180	0.1218259322
2181	0.1218087103
2182	0.121796001
2183	0.1217775349
2184	0.1217749827
2185	0.1217441384
2186	0.1216746111
2187	0.1216734923
2188	0.1216264499
2189	0.1216259749
2190	0.1216175325
2191	0.1216000226
2192	0.1215948833
2193	0.1215835668
2194	0.121578637
2195	0.1215673079
2196	0.1215403769
2197	0.1215393092
2198	0.1215368818
2199	0.1215205753
2200	0.1214976025
2201	0.1214804194
2202	0.1214580576
2203	0.1214429112
2204	0.1214309282
2205	0.1214202092
2206	0.1213750059
2207	0.1213671135
2208	0.1213527624
2209	0.1213362014
2210	0.1213342894
2211	0.1213228831
2212	0.1213123838
2213	0.1213021266
2214	0.121297689
2215	0.1212963138
2216	0.1212953839
2217	0.1212881972
2218	0.1212785613
2219	0.1212667629
2220	0.1212624355
2221	0.1212513837
2222	0.1212103119
2223	0.121199352
2224	0.1211760871
2225	0.1211659953
2226	0.1211494115
2227	0.1211387932
2228	0.1211163007
2229	0.1210763983
2230	0.1210688168
2231	0.1210615324
2232	0.121057316
2233	0.1210503168
2234	0.1210404763
2235	0.1210283619
2236	0.1210166197
2237	0.121009667
2238	0.1209768596
2239	0.1209727509
2240	0.120952095
2241	0.1209471057
2242	0.1209359886
2243	0.1209153423
2244	0.1208895691
2245	0.1208268936
2246	0.1208214048
2247	0.1208209355
2248	0.1208156669
2249	0.1208117238
2250	0.1208112701
2251	0.1208065398
2252	0.1208023358
2253	0.1207884699
2254	0.1207846378
2255	0.120777313
2256	0.1207755772
2257	0.1207682555
2258	0.1207628054
2259	0.1207556947
2260	0.1207524354
2261	0.1207397145
2262	0.1207357221
2263	0.1207179989
2264	0.1207115097
2265	0.1206519484
2266	0.1206497032
2267	0.1206460144
2268	0.1206374705
2269	0.1206283053
2270	0.1206241016
2271	0.1206119069
2272	0.1205832898
2273	0.1205630858
2274	0.1205494779
2275	0.1205458512
2276	0.1205364977
2277	0.1205269866
2278	0.1205122037
2279	0.1205078308
2280	0.1204908555
2281	0.1204597484
2282	0.1204536772
2283	0.1204478229
2284	0.1204460928
2285	0.1204419738
2286	0.1204082826
2287	0.120396505
2288	0.1203334079
2289	0.120298194
2290	0.1202926578
2291	0.1202926268
2292	0.1202750827
2293	0.1202703512
2294	0.1202703239
2295	0.1202608586
2296	0.1202475656
2297	0.1202432596
2298	0.1202322308
2299	0.1202077755
2300	0.1201954023
2301	0.1201822315
2302	0.1201195657
2303	0.1200761049
2304	0.12006573
2305	0.1200612259
2306	0.1200532615
2307	0.1200528519
2308	0.1200495034
2309	0.1200494787
2310	0.120049455
2311	0.1200404855
2312	0.1200400967
2313	0.1200310995
2314	0.1199806748
2315	0.119968926
2316	0.1199470157
2317	0.1199358244
2318	0.1199282942
2319	0.119922856
2320	0.1199228346
2321	0.1199057491
2322	0.1198784334
2323	0.119855509
2324	0.1198448754
2325	0.1198414037
2326	0.1198158122
2327	0.1198041778
2328	0.1197828723
2329	0.1197828558
2330	0.1197760899
2331	0.1197724574
2332	0.1197598179
2333	0.1197598028
2334	0.1197548956
2335	0.1197502349
2336	0.1197445064
2337	0.1197361405
2338	0.1197308772
2339	0.1197211065
2340	0.1197125493
2341	0.1196970542
2342	0.1196938201
2343	0.1196843894
2344	0.1196746519
2345	0.1196598581
2346	0.1196507613
2347	0.1196236168
2348	0.1196181491
2349	0.1196107564
2350	0.1196036039
2351	0.1195824089
2352	0.1195523132
2353	0.1195364229
2354	0.1195347727
2355	0.1195339822
2356	0.1195287097
2357	0.1195177172
2358	0.1195109816
2359	0.119500761
2360	0.1194926066
2361	0.11947716
2362	0.1194684814
2363	0.119463689
2364	0.1194504237
2365	0.1194399008
2366	0.1194348354
2367	0.1194264703
2368	0.119401822
2369	0.1193870126
2370	0.1193790493
2371	0.1193723046
2372	0.1193573772
2373	0.1193429608
2374	0.1193367784
2375	0.1193216519
2376	0.1193139696
2377	0.1193074994
2378	0.1192895274
2379	0.1192753395
2380	0.119258179
2381	0.1192376602
2382	0.1192265914
2383	0.1192159447
2384	0.1192091384
2385	0.1191828304
2386	0.1191220984
2387	0.1191159747
2388	0.1190960133
2389	0.1190876298
2390	0.1190566378
2391	0.1190489702
2392	0.1190430866
2393	0.1190373755
2394	0.1190365994
2395	0.1190229138
2396	0.11901617
2397	0.1189904672
2398	0.1189844276
2399	0.1189798733
2400	0.1189733664
2401	0.1189027145
2402	0.1188888265
2403	0.1188723609
2404	0.1188586406
2405	0.1188287793
2406	0.1188198403
2407	0.1188154631
2408	0.1188098043
2409	0.1188055965
2410	0.1187914091
2411	0.1187763737
2412	0.1187710778
2413	0.1187578921
2414	0.1187540073
2415	0.1187466936
2416	0.118738841
2417	0.1187380743
2418	0.1187310116
2419	0.1187247774
2420	0.1187110293
2421	0.1186801396
2422	0.1186750772
2423	0.1186714713
2424	0.1186585147
2425	0.1186512122
2426	0.118642195
2427	0.1186360697
2428	0.1186105056
2429	0.1186065827
2430	0.1186005844
2431	0.1185956656
2432	0.1185884804
2433	0.118587054
2434	0.1185809807
2435	0.1185783259
2436	0.1185680409
2437	0.1185667927
2438	0.1185633352
2439	0.118557471
2440	0.1185287754
2441	0.1185010541
2442	0.1184998406
2443	0.1184984343
2444	0.1184970865
2445	0.118489077
2446	0.1184622666
2447	0.1184609593
2448	0.1184481212
2449	0.1184461075
2450	0.1184321975
2451	0.1184309586
2452	0.118415808
2453	0.1184071448
2454	0.1184004949
2455	0.1183858736
2456	0.1183784901
2457	0.1183762127
2458	0.1183676279
2459	0.1183555154
2460	0.1183517512
2461	0.1183431862
2462	0.1183421444
2463	0.1183345863
2464	0.1183336211
2465	0.1183230533
2466	0.1183105186
2467	0.1183048257
2468	0.1182976231
2469	0.1182816248
2470	0.1182799444
2471	0.1182676234
2472	0.1182630925
2473	0.1182563658
2474	0.118256193
2475	0.1182486362
2476	0.11823338
2477	0.1182206437
2478	0.1182169898
2479	0.1182163178
2480	0.118212202
2481	0.1182082497
2482	0.1181857867
2483	0.1181777976
2484	0.1181657102
2485	0.1181538302
2486	0.1181446443
2487	0.1181412149
2488	0.1181287246
2489	0.1181253817
2490	0.1181236735
2491	0.1181190293
2492	0.1181068405
2493	0.1181051889
2494	0.1180951631
2495	0.1180732941
2496	0.1180675195
2497	0.1180598377
2498	0.1180597654
2499	0.1180308725
2500	0.1180308024
2501	0.1180244544
2502	0.1179995451
2503	0.11797736
2504	0.1179700807
2505	0.1179146009
2506	0.117899675
2507	0.117878632
2508	0.1178680087
2509	0.1178473666
2510	0.1178457398
2511	0.117836399
2512	0.1178073016
2513	0.1178040763
2514	0.1177886005
2515	0.1177862451
2516	0.1177544171
2517	0.117742747
2518	0.1177398769
2519	0.117735492
2520	0.1176790205
2521	0.1176569905
2522	0.1176542026
2523	0.1176529879
2524	0.1176496287
2525	0.1176394002
2526	0.1176311338
2527	0.1175650584
2528	0.1175447414
2529	0.117533667
2530	0.1175142755
2531	0.1175052222
2532	0.1174951807
2533	0.1174761928
2534	0.1174667908
2535	0.1174632342
2536	0.1174222558
2537	0.1174148982
2538	0.1174116042
2539	0.1174116039
2540	0.117409573
2541	0.117402889
2542	0.1173919149
2543	0.1173545177
2544	0.1173545174
2545	0.117333547
2546	0.1173286988
2547	0.1173286985
2548	0.1173093939
2549	0.1172993877
2550	0.1172937996
2551	0.1172824117
2552	0.1172430988
2553	0.1172400355
2554	0.117240035
2555	0.1172355241
2556	0.1172317478
2557	0.1172316918
2558	0.1172291636
2559	0.117227227
2560	0.1172243703
2561	0.1171970837
2562	0.1171955639
2563	0.1171928245
2564	0.1171551366
2565	0.1170921694
2566	0.1170850975
2567	0.1170832347
2568	0.1170718791
2569	0.1170572703
2570	0.1170557946
2571	0.1170447944
2572	0.11703946
2573	0.1170369996
2574	0.1170260988
2575	0.117016651
2576	0.1170060574
2577	0.1170014261
2578	0.1170013763
2579	0.1169905396
2580	0.1169787922
2581	0.1169703401
2582	0.1169641945
2583	0.1169557397
2584	0.1169455063
2585	0.1169429401
2586	0.1168739359
2587	0.1168504662
2588	0.1168423621
2589	0.1168320855
2590	0.1168233952
2591	0.1168010163
2592	0.1167629407
2593	0.1167594718
2594	0.1167496143
2595	0.1167364724
2596	0.1167109277
2597	0.116701271
2598	0.1166969367
2599	0.1166757196
2600	0.1166739435
2601	0.1166683905
2602	0.1166642488
2603	0.116661804
2604	0.1166478103
2605	0.1166403222
2606	0.1166376149
2607	0.1166136346
2608	0.1166030405
2609	0.1165913516
2610	0.1165840334
2611	0.1165606026
2612	0.116551335
2613	0.1165414172
2614	0.1165312251
2615	0.1165207426
2616	0.1165146889
2617	0.116500993
2618	0.1164932219
2619	0.1164703438
2620	0.1164593306
2621	0.116454904
2622	0.1164451564
2623	0.1164336981
2624	0.1164236383
2625	0.1164125697
2626	0.1164125304
2627	0.1164116097
2628	0.1164008298
2629	0.1163933901
2630	0.1163840742
2631	0.116370828
2632	0.1163344677
2633	0.1163219011
2634	0.1162849634
2635	0.1162760556
2636	0.1162726075
2637	0.1162629172
2638	0.1162551456
2639	0.116245564
2640	0.1162268666
2641	0.1162183222
2642	0.1162182911
2643	0.1162076941
2644	0.1162005976
2645	0.1161854848
2646	0.1161736686
2647	0.1161622327
2648	0.1161421764
2649	0.116135091
2650	0.1161264117
2651	0.1161223518
2652	0.1161138164
2653	0.1160527331
2654	0.1160518507
2655	0.1160390061
2656	0.1160198708
2657	0.1159979315
2658	0.1159904803
2659	0.1159801426
2660	0.11597004
2661	0.1159643761
2662	0.1159534766
2663	0.1159519358
2664	0.1159385229
2665	0.115931337
2666	0.1159237063
2667	0.1159181878
2668	0.1158709701
2669	0.1158643079
2670	0.11583218
2671	0.1158295203
2672	0.1158188666
2673	0.115815478
2674	0.115781228
2675	0.1157714259
2676	0.1157633033
2677	0.1157506816
2678	0.1157482877
2679	0.1157387476
2680	0.1157245497
2681	0.1157144264
2682	0.1157110621
2683	0.1157080295
2684	0.1156979696
2685	0.1156919504
2686	0.1156822073
2687	0.1156750155
2688	0.1156659593
2689	0.1156633976
2690	0.1156564254
2691	0.1156497173
2692	0.1156429838
2693	0.115640483
2694	0.1156355487
2695	0.115626236
2696	0.1156189394
2697	0.1156160073
2698	0.1156029165
2699	0.1156004905
2700	0.1155914397
2701	0.1155826225
2702	0.115574446
2703	0.1155649058
2704	0.1155426033
2705	0.1155129766
2706	0.115505054
2707	0.1154890027
2708	0.1154866843
2709	0.1154820331
2710	0.1154700728
2711	0.1154672584
2712	0.1154564957
2713	0.1154395006
2714	0.1154230273
2715	0.1154127262
2716	0.1154014832
2717	0.1153936985
2718	0.1153915914
2719	0.1153836598
2720	0.1153621958
2721	0.1153383996
2722	0.1153262843
2723	0.115323404
2724	0.1153045069
2725	0.1153018562
2726	0.1152848411
2727	0.1152828395
2728	0.1152758591
2729	0.1152658597
2730	0.1152609158
2731	0.1152498879
2732	0.115237932
2733	0.1152263361
2734	0.1152204021
2735	0.1152179197
2736	0.1152052124
2737	0.1151971402
2738	0.115185442
2739	0.1151512349
2740	0.1151330888
2741	0.1151208078
2742	0.1151131242
2743	0.1151009552
2744	0.115098696
2745	0.1150558405
2746	0.1150536454
2747	0.1150447996
2748	0.1150263157
2749	0.1150155056
2750	0.1149977935
2751	0.1149903966
2752	0.1149726906
2753	0.1149556209
2754	0.1149429562
2755	0.1148845783
2756	0.1148700609
2757	0.1148607772
2758	0.1148540422
2759	0.1148369835
2760	0.1148057517
2761	0.1148036409
2762	0.1147923751
2763	0.1147840478
2764	0.1147777161
2765	0.1147367871
2766	0.1147272127
2767	0.1147184205
2768	0.1147018651
2769	0.1146912383
2770	0.1146832421
2771	0.1146439196
2772	0.1146386353
2773	0.1146111601
2774	0.1146039377
2775	0.1145960013
2776	0.1145869419
2777	0.1145800067
2778	0.1145724241
2779	0.1145602056
2780	0.1145535625
2781	0.1145463015
2782	0.1145351245
2783	0.114523328
2784	0.1145106496
2785	0.1144794021
2786	0.1144693656
2787	0.1144579862
2788	0.1144507108
2789	0.1144347192
2790	0.1144227668
2791	0.1144171131
2792	0.1144122314
2793	0.1144033859
2794	0.1143919085
2795	0.1143833028
2796	0.1143659952
2797	0.1143500397
2798	0.1143379767
2799	0.1143216091
2800	0.1142945375
2801	0.1142799926
2802	0.1142248378
2803	0.1142183089
2804	0.11419434
2805	0.1141791708
2806	0.1141718834
2807	0.1141656247
2808	0.114142705
2809	0.1141406354
2810	0.1141244385
2811	0.1141068224
2812	0.1140998982
2813	0.114090752
2814	0.1140838973
2815	0.1140803111
2816	0.1140791652
2817	0.1140702332
2818	0.1140617091
2819	0.1140496724
2820	0.114043072
2821	0.1140242188
2822	0.1140170367
2823	0.1140066206
2824	0.1140055117
2825	0.1139523025
2826	0.1139473791
2827	0.1139407882
2828	0.1139306692
2829	0.1139244747
2830	0.113913674
2831	0.11390668
2832	0.1138964353
2833	0.113890398
2834	0.113882024
2835	0.1138719751
2836	0.1138567667
2837	0.1138520774
2838	0.1138225143
2839	0.1138166246
2840	0.1138017885
2841	0.1137902841
2842	0.1137798382
2843	0.113773408
2844	0.1137713852
2845	0.1137651207
2846	0.1137552572
2847	0.1137469965
2848	0.1137338032
2849	0.1137151011
2850	0.1137068135
2851	0.1136951891
2852	0.1136921863
2853	0.1136891187
2854	0.1136830717
2855	0.113672168
2856	0.1136624595
2857	0.1136407074
2858	0.11359342
2859	0.1135874145
2860	0.1135845248
2861	0.1135747852
2862	0.1135690445
2863	0.1135662846
2864	0.1135503248
2865	0.1135295666
2866	0.1135123129
2867	0.1134924564
2868	0.1134896355
2869	0.1134833938
2870	0.1134644091
2871	0.1134579622
2872	0.1134508431
2873	0.1134448611
2874	0.1134386975
2875	0.1134211173
2876	0.1134152302
2877	0.113413677
2878	0.1134076156
2879	0.1134020291
2880	0.1133853195
2881	0.1133732788
2882	0.1133504393
2883	0.1133456609
2884	0.1133401607
2885	0.1133296289
2886	0.1133112772
2887	0.1133058816
2888	0.1132938998
2889	0.1132835879
2890	0.1132698224
2891	0.1132370551
2892	0.1132311885
2893	0.1132091044
2894	0.1131878797
2895	0.1131845298
2896	0.1131788691
2897	0.1131703716
2898	0.1131620559
2899	0.1131589362
2900	0.113137134
2901	0.1131315517
2902	0.1131132444
2903	0.1130983294
2904	0.1130947889
2905	0.1130804696
2906	0.1130670941
2907	0.1130526313
2908	0.1130450097
2909	0.1130394685
2910	0.1130342074
2911	0.1130261098
2912	0.1130101726
2913	0.1130028012
2914	0.1129932014
2915	0.1129902205
2916	0.1129858648
2917	0.112980821
2918	0.1129548399
2919	0.112943467
2920	0.1129282282
2921	0.1128937845
2922	0.1128820768
2923	0.1128741661
2924	0.1128730474
2925	0.1128460925
2926	0.1128322922
2927	0.1128274862
